timestamp,load_mw,capacity_mw,exceedance_mw
2025-01-25 12:00:00,331.31,329.0,2.3100000000000023
2025-01-25 13:00:00,344.87,329.0,15.870000000000005
2025-01-25 14:00:00,343.81,329.0,14.810000000000002
