timestamp,predicted_load,actual_load,error
2025-01-17 00:00:00,243.14,248.0,-4.860000000000014
2025-01-17 01:00:00,244.22,254.0,-9.780000000000001
2025-01-17 02:00:00,243.5,253.0,-9.5
2025-01-17 03:00:00,238.57,249.0,-10.430000000000007
2025-01-17 04:00:00,230.5,241.0,-10.5
2025-01-17 05:00:00,220.83,233.0,-12.169999999999987
2025-01-17 06:00:00,211.64,228.0,-16.360000000000014
2025-01-17 07:00:00,206.22,225.0,-18.78
2025-01-17 08:00:00,204.75,226.0,-21.25
2025-01-17 09:00:00,210.5,231.0,-20.5
2025-01-17 10:00:00,220.75,242.0,-21.25
2025-01-17 11:00:00,239.92,264.0,-24.080000000000013
2025-01-17 12:00:00,269.74,294.0,-24.25999999999999
2025-01-17 13:00:00,287.81,314.0,-26.189999999999998
2025-01-17 14:00:00,283.7,317.0,-33.30000000000001
2025-01-17 15:00:00,263.6,288.0,-24.399999999999977
2025-01-17 16:00:00,242.67,253.0,-10.330000000000013
2025-01-17 17:00:00,226.04,230.0,-3.960000000000008
2025-01-17 18:00:00,213.53,214.0,-0.46999999999999886
2025-01-17 19:00:00,204.84,203.0,1.8400000000000034
2025-01-17 20:00:00,198.61,197.0,1.6100000000000136
2025-01-17 21:00:00,197.2,197.0,0.19999999999998863
2025-01-17 22:00:00,199.59,204.0,-4.409999999999997
2025-01-17 23:00:00,207.75,217.0,-9.25
