timestamp,predicted_load,actual_load,error
2025-01-10 00:00:00,293.32,296.0,-2.680000000000007
2025-01-10 01:00:00,301.76,306.0,-4.240000000000009
2025-01-10 02:00:00,303.34,308.0,-4.660000000000025
2025-01-10 03:00:00,299.87,306.0,-6.1299999999999955
2025-01-10 04:00:00,289.05,295.0,-5.949999999999989
2025-01-10 05:00:00,277.69,286.0,-8.310000000000002
2025-01-10 06:00:00,268.82,279.0,-10.180000000000007
2025-01-10 07:00:00,263.16,275.0,-11.839999999999975
2025-01-10 08:00:00,263.13,275.0,-11.870000000000005
2025-01-10 09:00:00,267.98,279.0,-11.019999999999982
2025-01-10 10:00:00,282.29,287.0,-4.7099999999999795
2025-01-10 11:00:00,302.18,298.0,4.180000000000007
2025-01-10 12:00:00,323.54,327.0,-3.4599999999999795
2025-01-10 13:00:00,334.47,335.0,-0.5299999999999727
2025-01-10 14:00:00,327.7,322.0,5.699999999999989
2025-01-10 15:00:00,303.85,295.0,8.850000000000023
2025-01-10 16:00:00,274.63,264.0,10.629999999999995
2025-01-10 17:00:00,249.41,237.0,12.409999999999997
2025-01-10 18:00:00,231.31,220.0,11.310000000000002
2025-01-10 19:00:00,217.49,213.0,4.490000000000009
2025-01-10 20:00:00,207.11,201.0,6.110000000000014
2025-01-10 21:00:00,203.04,202.0,1.039999999999992
2025-01-10 22:00:00,203.07,206.0,-2.930000000000007
2025-01-10 23:00:00,207.13,217.0,-9.870000000000005
