timestamp,predicted_load,actual_load,error
2025-01-19 00:00:00,214.92,214.0,0.9199999999999875
2025-01-19 01:00:00,215.73,212.0,3.7299999999999898
2025-01-19 02:00:00,211.92,206.0,5.9199999999999875
2025-01-19 03:00:00,202.6,197.0,5.599999999999994
2025-01-19 04:00:00,189.84,186.0,3.8400000000000034
2025-01-19 05:00:00,177.71,174.0,3.710000000000008
2025-01-19 06:00:00,165.91,163.0,2.9099999999999966
2025-01-19 07:00:00,157.57,154.0,3.569999999999993
2025-01-19 08:00:00,152.09,148.0,4.090000000000003
2025-01-19 09:00:00,147.79,144.0,3.789999999999992
2025-01-19 10:00:00,147.3,144.0,3.3000000000000114
2025-01-19 11:00:00,150.9,147.0,3.9000000000000057
2025-01-19 12:00:00,158.28,150.0,8.280000000000001
2025-01-19 13:00:00,165.71,157.0,8.710000000000008
2025-01-19 14:00:00,177.54,169.0,8.539999999999992
2025-01-19 15:00:00,186.71,181.0,5.710000000000008
2025-01-19 16:00:00,191.68,192.0,-0.3199999999999932
2025-01-19 17:00:00,194.85,202.0,-7.150000000000006
2025-01-19 18:00:00,195.78,205.0,-9.219999999999999
2025-01-19 19:00:00,196.97,203.0,-6.030000000000001
2025-01-19 20:00:00,197.47,203.0,-5.530000000000001
2025-01-19 21:00:00,198.73,200.0,-1.2700000000000102
2025-01-19 22:00:00,204.62,203.0,1.6200000000000045
2025-01-19 23:00:00,214.69,209.0,5.689999999999998
