target_timestamp,RH2m_init_2025011200,RH2m_init_2025011300,RH2m_init_2025011400
2025-01-15 00:00:00,82.55030563148698,84.50508121403102,85.639905920884
2025-01-15 01:00:00,84.01875233497252,85.12137286133694,86.54437369658255
2025-01-15 02:00:00,85.14353291361734,85.74655917607863,87.55489255234811
2025-01-15 03:00:00,85.98716608561631,86.3988948685165,88.22329726460919
2025-01-15 04:00:00,86.69609158889138,86.86206332007987,88.7438673899173
2025-01-15 05:00:00,87.22904568013853,87.14926578235274,89.46840767825518
2025-01-15 06:00:00,87.60656910679809,87.38986387109192,89.62688885645748
2025-01-15 07:00:00,87.86243009514915,87.68463433912018,89.33860888353331
2025-01-15 08:00:00,87.89924579271462,87.66837500222216,88.81600593594403
2025-01-15 09:00:00,87.64469504556506,87.28149605046029,88.93765100786315
2025-01-15 10:00:00,87.34004954866093,86.7481209459404,88.0037134605547
2025-01-15 11:00:00,86.88092978575958,86.6014465303477,86.45680537123708
2025-01-15 12:00:00,87.03642656131376,86.93659050615827,86.84793425672899
2025-01-15 13:00:00,87.36866561365464,87.05051300188605,86.47516135047704
2025-01-15 14:00:00,86.0482593494916,85.9483400321008,85.44904353104198
2025-01-15 15:00:00,83.95322854113446,84.30445896643249,83.16496016800532
2025-01-15 16:00:00,81.88650639490406,83.1207276546888,81.38582460831428
2025-01-15 17:00:00,80.54715771607682,81.32096077637532,79.82424926344349
2025-01-15 18:00:00,79.79539956101186,79.97357766110285,77.58612023203743
2025-01-15 19:00:00,,79.20360950195634,76.69540020340715
2025-01-15 20:00:00,,79.1000542019173,76.59974375289912
2025-01-15 21:00:00,,79.68961903184152,77.04466789600416
2025-01-15 22:00:00,,83.58692534587433,83.48672749861073
2025-01-15 23:00:00,,87.41777928415473,85.69916694235144
