target_timestamp,median,q1,q3,min,max
2025-01-09 00:00:00,272.18,267.78999999999996,272.44,263.4,272.7
2025-01-09 01:00:00,278.29,273.32500000000005,278.99,268.36,279.69
2025-01-09 02:00:00,277.02,272.21,278.31,267.4,279.6
2025-01-09 03:00:00,271.02,267.55499999999995,273.40999999999997,264.09,275.8
2025-01-09 04:00:00,262.65,260.715,264.41499999999996,258.78,266.18
2025-01-09 05:00:00,255.5,254.48000000000002,257.34000000000003,253.46,259.18
2025-01-09 06:00:00,248.01,247.54500000000002,250.29500000000002,247.08,252.58
2025-01-09 07:00:00,241.69,241.425,245.535,241.16,249.38
2025-01-09 08:00:00,240.45,239.755,245.12,239.06,249.79
2025-01-09 09:00:00,247.28,245.84,251.97000000000003,244.4,256.66
2025-01-09 10:00:00,263.32,260.625,268.06,257.93,272.8
2025-01-09 11:00:00,287.21,284.66999999999996,291.475,282.13,295.74
2025-01-09 12:00:00,314.98,312.415,318.275,309.85,321.57
2025-01-09 13:00:00,336.49,334.98,339.78999999999996,333.47,343.09
2025-01-09 14:00:00,341.63,340.13,345.96500000000003,338.63,350.3
2025-01-09 15:00:00,326.55,324.45500000000004,333.49,322.36,340.43
2025-01-09 16:00:00,300.86,299.36,310.005,297.86,319.15
2025-01-09 17:00:00,278.5,277.365,286.345,276.23,294.19
2025-01-09 18:00:00,258.6,257.65,265.625,256.7,272.65
2025-01-09 19:00:00,249.625,244.9025,254.3475,240.18,259.07
2025-01-09 20:00:00,238.52499999999998,234.79749999999999,242.2525,231.07,245.98
2025-01-09 21:00:00,234.22500000000002,231.76250000000002,236.6875,229.3,239.15
2025-01-09 22:00:00,243.26,242.04,244.48,240.82,245.7
2025-01-09 23:00:00,263.22,262.095,264.345,260.97,265.47
