target_timestamp,exceed_prob_proxy,median,capacity_mw
2025-01-09 00:00:00,0.0,272.18,329.0
2025-01-09 01:00:00,0.0,278.29,329.0
2025-01-09 02:00:00,0.0,277.02,329.0
2025-01-09 03:00:00,0.0,271.02,329.0
2025-01-09 04:00:00,0.0,262.65,329.0
2025-01-09 05:00:00,0.0,255.5,329.0
2025-01-09 06:00:00,0.0,248.01,329.0
2025-01-09 07:00:00,0.0,241.69,329.0
2025-01-09 08:00:00,0.0,240.45,329.0
2025-01-09 09:00:00,0.0,247.28,329.0
2025-01-09 10:00:00,0.0,263.32,329.0
2025-01-09 11:00:00,0.0,287.21,329.0
2025-01-09 12:00:00,0.0,314.98,329.0
2025-01-09 13:00:00,1.0,336.49,329.0
2025-01-09 14:00:00,1.0,341.63,329.0
2025-01-09 15:00:00,0.3333333333333333,326.55,329.0
2025-01-09 16:00:00,0.0,300.86,329.0
2025-01-09 17:00:00,0.0,278.5,329.0
2025-01-09 18:00:00,0.0,258.6,329.0
2025-01-09 19:00:00,0.0,249.625,329.0
2025-01-09 20:00:00,0.0,238.52499999999998,329.0
2025-01-09 21:00:00,0.0,234.22500000000002,329.0
2025-01-09 22:00:00,0.0,243.26,329.0
2025-01-09 23:00:00,0.0,263.22,329.0
