target_timestamp,Td2m_init_2025012200,Td2m_init_2025012300,Td2m_init_2025012400
2025-01-25 00:00:00,266.8037109375,267.1586100260417,267.5221354166667
2025-01-25 01:00:00,266.7609049479167,267.345458984375,267.747802734375
2025-01-25 02:00:00,266.951171875,267.597412109375,267.9303385416667
2025-01-25 03:00:00,267.0369466145833,267.7911783854167,268.0030924479167
2025-01-25 04:00:00,266.9778645833333,267.989501953125,268.11669921875
2025-01-25 05:00:00,267.0558268229167,268.1913248697917,268.3243001302083
2025-01-25 06:00:00,267.2819010416667,268.4210611979167,268.4984537760417
2025-01-25 07:00:00,267.4536946614583,268.4811197916667,268.5406087239583
2025-01-25 08:00:00,267.5397135416667,268.502685546875,268.47607421875
2025-01-25 09:00:00,267.5608723958333,268.4774576822917,268.35498046875
2025-01-25 10:00:00,267.5304361979167,268.5150553385417,268.24755859375
2025-01-25 11:00:00,267.4496256510417,268.599853515625,268.2433268229167
2025-01-25 12:00:00,267.2875162760417,268.67724609375,268.3653971354167
2025-01-25 13:00:00,267.4503580729167,269.0004069010417,268.7997233072917
2025-01-25 14:00:00,268.7159830729167,270.3418782552083,270.254638671875
2025-01-25 15:00:00,268.7513834635417,270.783447265625,270.4811197916667
2025-01-25 16:00:00,267.623779296875,269.3904622395833,269.0657552083333
2025-01-25 17:00:00,268.7076822916667,269.5439453125,270.6895345052083
2025-01-25 18:00:00,269.96044921875,270.2618001302083,272.217041015625
2025-01-25 19:00:00,,270.9921061197917,273.0436197916667
2025-01-25 20:00:00,,271.59521484375,273.6106770833333
2025-01-25 21:00:00,,272.290771484375,274.0335286458333
2025-01-25 22:00:00,,274.1192220052083,275.335693359375
2025-01-25 23:00:00,,274.1820475260417,275.4357096354167
