target_timestamp,T2m_init_2025012200,T2m_init_2025012300,T2m_init_2025012400
2025-01-25 00:00:00,279.390869140625,280.494140625,279.0432942708333
2025-01-25 01:00:00,277.55859375,277.8065592447917,277.3479817708333
2025-01-25 02:00:00,276.2000325520833,276.4222005208333,276.1564127604167
2025-01-25 03:00:00,275.1778971354167,275.5785319010417,275.4302571614583
2025-01-25 04:00:00,274.5773111979167,275.0209147135417,274.8711751302083
2025-01-25 05:00:00,274.0192057291667,274.44921875,274.3832194010417
2025-01-25 06:00:00,273.5380859375,273.578125,273.745849609375
2025-01-25 07:00:00,273.201904296875,273.15380859375,273.3006184895833
2025-01-25 08:00:00,272.9213053385417,272.8719075520833,273.079833984375
2025-01-25 09:00:00,272.6879069010417,272.4540201822917,272.89892578125
2025-01-25 10:00:00,272.4412434895833,272.0308430989583,272.6931966145833
2025-01-25 11:00:00,272.2240397135417,272.056884765625,272.6201985677083
2025-01-25 12:00:00,272.0767415364583,272.124267578125,272.5206705729167
2025-01-25 13:00:00,272.6455078125,272.9690755208333,273.2505696614583
2025-01-25 14:00:00,276.0204264322917,276.5624186197917,276.937744140625
2025-01-25 15:00:00,279.65478515625,280.2332356770833,280.766357421875
2025-01-25 16:00:00,282.2723795572917,282.6951497395833,283.2400716145833
2025-01-25 17:00:00,284.0066731770833,284.2996419270833,284.9186197916667
2025-01-25 18:00:00,285.2640787760417,285.531005859375,286.2461344401042
2025-01-25 19:00:00,,286.3751627604167,287.1373291015625
2025-01-25 20:00:00,,286.8014729817708,287.5544026692708
2025-01-25 21:00:00,,286.7076822916667,287.4090576171875
2025-01-25 22:00:00,,285.7394205729167,286.37841796875
2025-01-25 23:00:00,,282.33251953125,282.9813639322917
