target_timestamp,RH2m_init_2025012200,RH2m_init_2025012300,RH2m_init_2025012400
2025-01-25 00:00:00,81.67830026283171,80.75038790699723,83.10017857197737
2025-01-25 01:00:00,84.00858967128987,84.48976528404201,85.66770609926407
2025-01-25 02:00:00,86.10542357425777,86.71935569090068,87.5626427326494
2025-01-25 03:00:00,87.64113892221337,88.1699514218301,88.68570760314992
2025-01-25 04:00:00,88.39970202185036,89.24705070802925,89.64702469006573
2025-01-25 05:00:00,89.30760766070095,90.36501301907953,90.65693826385444
2025-01-25 06:00:00,90.33446522508972,91.9796157850368,91.84885607739676
2025-01-25 07:00:00,91.0805999535478,92.70009041657876,92.57142476157009
2025-01-25 08:00:00,91.62206718019388,93.15450920958244,92.80251003165031
2025-01-25 09:00:00,91.9988887925643,93.74491393495248,92.88874103433996
2025-01-25 10:00:00,92.31904071769748,94.445011546081,93.03304877157775
2025-01-25 11:00:00,92.52004751102744,94.53631529969311,93.1360718741173
2025-01-25 12:00:00,92.49362796911468,94.55320062510452,93.47246670331948
2025-01-25 13:00:00,91.89510901463704,93.76873798284676,93.0400251358525
2025-01-25 14:00:00,88.89030559741958,90.49439269196726,89.83061989260027
2025-01-25 15:00:00,83.98214506681249,86.02526191938591,84.89476971883937
2025-01-25 16:00:00,79.14480312662054,80.93609962817365,79.83073693535682
2025-01-25 17:00:00,78.43190416067735,79.15037403565303,79.87499503655597
2025-01-25 18:00:00,78.5198375410351,78.57922648818926,80.22530896274439
2025-01-25 19:00:00,,78.49574033553428,80.20256513086902
2025-01-25 20:00:00,,78.75218002356267,80.42401511892164
2025-01-25 21:00:00,,79.75647198670394,81.15054110042206
2025-01-25 22:00:00,,83.35968795360395,84.16826529087439
2025-01-25 23:00:00,,87.94535717159772,88.8257829896105
