target_timestamp,median,q1,q3,min,max
2025-01-14 00:00:00,280.09,274.07,286.15,268.05,292.21
2025-01-14 01:00:00,280.76,275.6,285.82,270.44,290.88
2025-01-14 02:00:00,274.47,270.105,279.32500000000005,265.74,284.18
2025-01-14 03:00:00,260.01,257.74,265.5,255.47,270.99
2025-01-14 04:00:00,243.73,240.85,247.33999999999997,237.97,250.95
2025-01-14 05:00:00,229.04,226.505,230.405,223.97,231.77
2025-01-14 06:00:00,217.41,214.2,218.265,210.99,219.12
2025-01-14 07:00:00,206.31,203.405,208.62,200.5,210.93
2025-01-14 08:00:00,200.52,197.84,204.315,195.16,208.11
2025-01-14 09:00:00,200.09,197.12,205.125,194.15,210.16
2025-01-14 10:00:00,205.5,203.305,212.55,201.11,219.6
2025-01-14 11:00:00,222.46,220.345,231.54000000000002,218.23,240.62
2025-01-14 12:00:00,250.11,248.36,261.735,246.61,273.36
2025-01-14 13:00:00,268.37,267.75,281.255,267.13,294.14
2025-01-14 14:00:00,271.27,270.705,281.11,270.14,290.95
2025-01-14 15:00:00,259.82,259.07,266.84000000000003,258.32,273.86
2025-01-14 16:00:00,244.3,242.905,248.34,241.51,252.38
2025-01-14 17:00:00,228.35,227.28,232.115,226.21,235.88
2025-01-14 18:00:00,216.15,215.03,219.55,213.91,222.95
2025-01-14 19:00:00,209.35000000000002,207.17000000000002,211.53,204.99,213.71
2025-01-14 20:00:00,203.51999999999998,201.65,205.39,199.78,207.26
2025-01-14 21:00:00,202.695,201.1425,204.2475,199.59,205.8
2025-01-14 22:00:00,209.73,208.39999999999998,211.06,207.07,212.39
2025-01-14 23:00:00,227.575,226.1325,229.0175,224.69,230.46
