timestamp,variable,n_available,median,q1,q3,iqr,min,max,range,std
2025-01-16 00:00:00,T2m,3,282.634521484375,282.49397786458337,282.88151041666663,0.38753255208325754,282.3534342447917,283.1284993489583,0.7750651041666288,0.320373060778227
2025-01-16 01:00:00,T2m,3,282.0615234375,281.58272298177087,282.3062744140625,0.7235514322916288,281.1039225260417,282.551025390625,1.4471028645833144,0.6009916220921163
2025-01-16 02:00:00,T2m,3,280.91552734375,280.53080240885413,280.96736653645837,0.43656412760424246,280.1460774739583,281.0192057291667,0.8731282552083712,0.3894661959041243
2025-01-16 03:00:00,T2m,3,279.9933268229167,279.6541748046875,280.1767985026042,0.5226236979166856,279.3150227864583,280.3602701822917,1.0452473958333712,0.43298523369247877
2025-01-16 04:00:00,T2m,3,278.830078125,278.7811279296875,279.7049560546875,0.923828125,278.732177734375,280.579833984375,1.84765625,0.848859605723777
2025-01-16 05:00:00,T2m,3,278.7401529947917,278.4746500651042,279.068359375,0.5937093098958144,278.2091471354167,279.3965657552083,1.1874186197916288,0.48566196673042933
2025-01-16 06:00:00,T2m,3,278.8041178385417,278.45308430989587,279.2839762369792,0.8308919270833144,278.10205078125,279.7638346354167,1.6617838541666856,0.681133047951663
2025-01-16 07:00:00,T2m,3,278.5183919270833,278.3651123046875,278.8408203125,0.4757080078125,278.2118326822917,279.1632486979167,0.951416015625,0.3965141527871507
2025-01-16 08:00:00,T2m,3,279.2688802083333,279.0562337239583,279.40897623697913,0.3527425130208144,278.8435872395833,279.549072265625,0.7054850260416856,0.290036553291434
2025-01-16 09:00:00,T2m,3,279.716796875,279.37467447916663,279.89054361979163,0.515869140625,279.0325520833333,280.0642903645833,1.03173828125,0.42861878182813107
2025-01-16 10:00:00,T2m,3,280.0301106770833,279.6798909505208,280.40909830729163,0.7292073567708144,279.3296712239583,280.7880859375,1.4584147135416856,0.5955497366647118
2025-01-16 11:00:00,T2m,3,280.1708170572917,279.8444010416667,280.7040201822917,0.859619140625,279.5179850260417,281.2372233072917,1.71923828125,0.7086130599653034
2025-01-16 12:00:00,T2m,3,280.1504720052083,279.8369954427083,280.559326171875,0.7223307291666856,279.5235188802083,280.9681803385417,1.4446614583333712,0.5914918867241084
2025-01-16 13:00:00,T2m,3,280.412841796875,280.0506591796875,280.88736979166663,0.8367106119791288,279.6884765625,281.3618977864583,1.6734212239583144,0.6852210395136299
2025-01-16 14:00:00,T2m,3,281.0362955729167,280.6055094401042,281.3460693359375,0.7405598958333144,280.1747233072917,281.6558430989583,1.4811197916666288,0.6073495920971432
2025-01-16 15:00:00,T2m,3,282.3461100260417,281.4152018229167,282.6363525390625,1.2211507161458144,280.4842936197917,282.9265950520833,2.4423014322916288,1.0418018302821936
2025-01-16 16:00:00,T2m,3,284.3412679036458,283.0577189127604,285.4390665690104,2.38134765625,281.774169921875,286.536865234375,4.7626953125,1.946332914495199
2025-01-16 17:00:00,T2m,3,287.3890787760417,286.2186686197917,288.01658121744794,1.79791259765625,285.0482584635417,288.6440836588542,3.5958251953125,1.4901318296095667
2025-01-16 18:00:00,T2m,3,288.9195149739583,286.66162109375,289.30804443359375,2.64642333984375,284.4037272135417,289.6965738932292,5.2928466796875,2.333580597275498
2025-01-16 19:00:00,T2m,2,289.9035441080729,289.7444763183594,290.06261189778644,0.3181355794270644,289.5854085286458,290.2216796875,0.6362711588541856,0.3181355794270928
2025-01-16 20:00:00,T2m,2,290.04423014322913,289.8792317708333,290.209228515625,0.3299967447916856,289.7142333984375,290.3742268880208,0.6599934895833144,0.3299967447916572
2025-01-16 21:00:00,T2m,2,289.7508951822917,289.5762125651042,289.9255777994792,0.349365234375,289.4015299479167,290.1002604166667,0.69873046875,0.349365234375
2025-01-16 22:00:00,T2m,2,288.5271199544271,288.28870646158856,288.7655334472656,0.4768269856770644,288.05029296875,289.0039469401042,0.9536539713541856,0.4768269856770928
2025-01-16 23:00:00,T2m,2,285.53243001302087,285.26438395182294,285.80047607421875,0.5360921223958144,284.996337890625,286.0685221354167,1.0721842447916856,0.5360921223958428
2025-01-16 00:00:00,Td2m,3,274.7478841145833,274.443359375,274.9480794270833,0.5047200520833144,274.1388346354167,275.1482747395833,1.0094401041666288,0.41502653791467453
2025-01-16 01:00:00,Td2m,3,274.26513671875,274.02945963541663,274.67036946614587,0.6409098307292425,273.7937825520833,275.0756022135417,1.2818196614583712,0.5293697209557828
2025-01-16 02:00:00,Td2m,3,273.9038899739583,273.83707682291663,274.3684895833333,0.5314127604166856,273.770263671875,274.8330891927083,1.0628255208333144,0.4726832700972746
2025-01-16 03:00:00,Td2m,3,273.9832356770833,273.8656005859375,274.53173828125,0.6661376953125,273.7479654947917,275.0802408854167,1.332275390625,0.5805868871955798
2025-01-16 04:00:00,Td2m,3,274.41455078125,274.1571044921875,275.04654947916663,0.8894449869791288,273.899658203125,275.6785481770833,1.7788899739583144,0.7473845747472405
2025-01-16 05:00:00,Td2m,3,274.5736490885417,274.3677978515625,274.9984537760417,0.6306559244791856,274.1619466145833,275.4232584635417,1.2613118489583712,0.5251711464395963
2025-01-16 06:00:00,Td2m,3,275.0795084635417,274.55517578125,275.50655110677087,0.9513753255208712,274.0308430989583,275.93359375,1.9027506510416856,0.778147427010026
2025-01-16 07:00:00,Td2m,3,275.1226399739583,274.4425048828125,275.3848470052083,0.9423421223958144,273.7623697916667,275.6470540364583,1.8846842447916288,0.7942417614265295
2025-01-16 08:00:00,Td2m,3,274.787841796875,274.06168619791663,275.47310384114587,1.4114176432292425,273.3355305989583,276.1583658854167,2.8228352864583712,1.1525789029313414
2025-01-16 09:00:00,Td2m,3,274.3777669270833,273.49943033854163,275.00956217447913,1.5101318359375,272.62109375,275.641357421875,3.020263671875,1.2384826844552679
2025-01-16 10:00:00,Td2m,3,274.1942545572917,272.98445638020837,274.6163736979167,1.6319173177083144,271.774658203125,275.0384928385417,3.2638346354166856,1.383224948363234
