timestamp,init_closest,init_older,delta_load,delta_T2m,delta_Td2m,delta_RH2m
2025-01-16 00:00:00,2025011500,2025011300,-1.6399999999999864,0.4939778645833144,0.400390625,-0.111276571331544
2025-01-16 01:00:00,2025011500,2025011300,-1.6399999999999864,0.489501953125,0.8104654947916856,0.47281487118378607
2025-01-16 02:00:00,2025011500,2025011300,-1.3599999999999852,-0.10367838541668561,1.0628255208333144,1.6820066845194503
2025-01-16 03:00:00,2025011500,2025011300,-2.8200000000000216,0.366943359375,1.332275390625,1.4306336789112635
2025-01-16 04:00:00,2025011500,2025011300,-4.569999999999993,1.749755859375,1.7788899739583144,0.09570528998720818
2025-01-16 05:00:00,2025011500,2025011300,-5.3700000000000045,0.6564127604166288,1.2613118489583712,0.9176137623569076
2025-01-16 06:00:00,2025011500,2025011300,-6.8799999999999955,1.6617838541666856,1.9027506510416856,0.3973612622702376
2025-01-16 07:00:00,2025011500,2025011300,-6.030000000000001,0.30655924479162877,1.8846842447916288,2.387071370776269
2025-01-16 08:00:00,2025011500,2025011300,-7.690000000000026,0.7054850260416856,2.8228352864583712,3.175516455815938
2025-01-16 09:00:00,2025011500,2025011300,-9.569999999999993,1.03173828125,3.020263671875,2.9568737589021765
2025-01-16 10:00:00,2025011500,2025011300,-12.660000000000025,1.4584147135416856,3.2638346354166856,2.663633270873561
2025-01-16 11:00:00,2025011500,2025011300,-15.519999999999982,1.71923828125,3.631591796875,2.8013011292485146
2025-01-16 12:00:00,2025011500,2025011300,-15.450000000000017,1.4446614583333712,5.455891927083314,5.8911924278043415
2025-01-16 13:00:00,2025011500,2025011300,-15.220000000000027,1.6734212239583144,6.014322916666629,6.341757235711469
2025-01-16 14:00:00,2025011500,2025011300,-10.830000000000041,1.4811197916666288,7.703694661458314,9.106767976771735
2025-01-16 15:00:00,2025011500,2025011300,-8.249999999999972,2.4423014322916288,8.062825520833314,8.179600160310713
2025-01-16 16:00:00,2025011500,2025011300,-9.740000000000009,4.7626953125,5.807535807291629,1.672677935334633
2025-01-16 17:00:00,2025011500,2025011300,-10.039999999999992,3.5958251953125,6.698486328125,4.254573048022422
2025-01-16 18:00:00,2025011500,2025011300,-11.629999999999995,5.2928466796875,5.594645182291629,0.7539450789960824
2025-01-16 19:00:00,2025011500,2025011300,,,,
2025-01-16 20:00:00,2025011500,2025011300,,,,
2025-01-16 21:00:00,2025011500,2025011300,,,,
2025-01-16 22:00:00,2025011500,2025011300,,,,
2025-01-16 23:00:00,2025011500,2025011300,,,,
