target_timestamp,Td2m_init_2025011300,Td2m_init_2025011400,Td2m_init_2025011500
2025-01-16 00:00:00,274.7478841145833,274.1388346354167,275.1482747395833
2025-01-16 01:00:00,274.26513671875,273.7937825520833,275.0756022135417
2025-01-16 02:00:00,273.770263671875,273.9038899739583,274.8330891927083
2025-01-16 03:00:00,273.7479654947917,273.9832356770833,275.0802408854167
2025-01-16 04:00:00,273.899658203125,274.41455078125,275.6785481770833
2025-01-16 05:00:00,274.1619466145833,274.5736490885417,275.4232584635417
2025-01-16 06:00:00,274.0308430989583,275.0795084635417,275.93359375
2025-01-16 07:00:00,273.7623697916667,275.1226399739583,275.6470540364583
2025-01-16 08:00:00,273.3355305989583,274.787841796875,276.1583658854167
2025-01-16 09:00:00,272.62109375,274.3777669270833,275.641357421875
2025-01-16 10:00:00,271.774658203125,274.1942545572917,275.0384928385417
2025-01-16 11:00:00,271.1171875,274.1190592447917,274.748779296875
2025-01-16 12:00:00,271.19580078125,274.0777994791667,276.6516927083333
2025-01-16 13:00:00,271.1713053385417,274.20166015625,277.1856282552083
2025-01-16 14:00:00,271.28076171875,274.652587890625,278.9844563802083
2025-01-16 15:00:00,271.1884765625,275.1236165364583,279.2513020833333
2025-01-16 16:00:00,271.0421549479167,274.999267578125,276.8496907552083
2025-01-16 17:00:00,269.6121419270833,273.333984375,276.3106282552083
2025-01-16 18:00:00,269.6615397135417,272.509033203125,275.2561848958333
2025-01-16 19:00:00,,271.88525390625,274.6949055989583
2025-01-16 20:00:00,,272.0160319010417,274.7095540364583
2025-01-16 21:00:00,,272.9618326822917,275.13134765625
2025-01-16 22:00:00,,276.3382975260417,276.1509602864583
2025-01-16 23:00:00,,275.104248046875,275.454833984375
