target_timestamp,T2m_init_2025011300,T2m_init_2025011400,T2m_init_2025011500
2025-01-16 00:00:00,282.634521484375,282.3534342447917,283.1284993489583
2025-01-16 01:00:00,282.0615234375,281.1039225260417,282.551025390625
2025-01-16 02:00:00,281.0192057291667,280.1460774739583,280.91552734375
2025-01-16 03:00:00,279.9933268229167,279.3150227864583,280.3602701822917
2025-01-16 04:00:00,278.830078125,278.732177734375,280.579833984375
2025-01-16 05:00:00,278.7401529947917,278.2091471354167,279.3965657552083
2025-01-16 06:00:00,278.10205078125,278.8041178385417,279.7638346354167
2025-01-16 07:00:00,278.2118326822917,279.1632486979167,278.5183919270833
2025-01-16 08:00:00,278.8435872395833,279.2688802083333,279.549072265625
2025-01-16 09:00:00,279.0325520833333,279.716796875,280.0642903645833
2025-01-16 10:00:00,279.3296712239583,280.0301106770833,280.7880859375
2025-01-16 11:00:00,279.5179850260417,280.1708170572917,281.2372233072917
2025-01-16 12:00:00,279.5235188802083,280.1504720052083,280.9681803385417
2025-01-16 13:00:00,279.6884765625,280.412841796875,281.3618977864583
2025-01-16 14:00:00,280.1747233072917,281.0362955729167,281.6558430989583
2025-01-16 15:00:00,280.4842936197917,282.3461100260417,282.9265950520833
2025-01-16 16:00:00,281.774169921875,284.3412679036458,286.536865234375
2025-01-16 17:00:00,285.0482584635417,287.3890787760417,288.6440836588542
2025-01-16 18:00:00,284.4037272135417,288.9195149739583,289.6965738932292
2025-01-16 19:00:00,,289.5854085286458,290.2216796875
2025-01-16 20:00:00,,289.7142333984375,290.3742268880208
2025-01-16 21:00:00,,289.4015299479167,290.1002604166667
2025-01-16 22:00:00,,288.05029296875,289.0039469401042
2025-01-16 23:00:00,,284.996337890625,286.0685221354167
