target_timestamp,RH2m_init_2025011300,RH2m_init_2025011400,RH2m_init_2025011500
2025-01-16 00:00:00,88.33044901736804,87.8557214035564,88.2191724460365
2025-01-16 01:00:00,88.43605287381497,89.08697040514097,88.90886774499876
2025-01-16 02:00:00,89.17008064351653,90.59123888920588,90.85208732803598
2025-01-16 03:00:00,90.57767971312738,91.89411305573272,92.00831339203864
2025-01-16 04:00:00,92.4708562056062,93.3807091422164,92.5665614955934
2025-01-16 05:00:00,92.99429884709215,94.3920743250095,93.91191260944906
2025-01-16 06:00:00,93.73654771013857,94.27113106997702,94.1339089724088
2025-01-16 07:00:00,93.16969850768574,93.81028067781943,95.556769878462
2025-01-16 08:00:00,91.61745037625369,93.15680940853017,94.79296683206962
2025-01-16 09:00:00,90.30214299494764,91.89640568154668,93.25901675384982
2025-01-16 10:00:00,88.66374650449096,91.17668424108062,91.32737977536452
2025-01-16 11:00:00,87.46825385386865,90.86593401789996,90.26955498311716
2025-01-16 12:00:00,87.5792514352667,90.8351066410194,93.47044386307104
2025-01-16 13:00:00,87.31716177064561,90.64266381175986,93.65891900635708
2025-01-16 14:00:00,86.80724819812438,90.41414220153447,95.91401617489612
2025-01-16 15:00:00,86.25212509788247,89.25882002543433,94.43172525819318
2025-01-16 16:00:00,84.33730494306666,86.38170084316918,86.00998287840129
2025-01-16 17:00:00,78.33331953792468,80.27235295480448,82.5878925859471
2025-01-16 18:00:00,79.17848957598356,77.39312435692295,79.93243465497964
2025-01-16 19:00:00,,75.85082655560603,78.59573108912345
2025-01-16 20:00:00,,75.86499331535015,78.43321411738742
2025-01-16 21:00:00,,77.39437246911523,79.2881724047324
2025-01-16 22:00:00,,83.38458153457078,81.93064893153483
2025-01-16 23:00:00,,85.65486298071552,84.73013316109189
