timestamp,init_closest,init_older,delta_load,delta_T2m,delta_Td2m,delta_RH2m
2025-01-20 00:00:00,2025011900,2025011700,-3.0900000000000034,-0.625732421875,-1.24609375,-0.9043307704632042
2025-01-20 01:00:00,2025011900,2025011700,-2.25,-0.4976399739583144,-0.5764973958333144,-0.1279789260890567
2025-01-20 02:00:00,2025011900,2025011700,-0.6900000000000261,-0.9678548177083144,-2.2889811197916856,-1.8884321339270258
2025-01-20 03:00:00,2025011900,2025011700,0.9399999999999977,-2.02978515625,-2.811767578125,-1.1822770333834711
2025-01-20 04:00:00,2025011900,2025011700,4.139999999999986,-2.688232421875,-2.119384765625,0.6672933582251375
2025-01-20 05:00:00,2025011900,2025011700,6.699999999999989,-3.170654296875,-1.736328125,1.8810012358442236
2025-01-20 06:00:00,2025011900,2025011700,8.909999999999997,-2.830810546875,-1.1996256510416856,2.1920622608988367
2025-01-20 07:00:00,2025011900,2025011700,9.430000000000007,-2.1490885416666856,-1.2032877604166856,1.266466978498741
2025-01-20 08:00:00,2025011900,2025011700,10.780000000000001,-1.9893391927083144,-1.0986328125,1.2091744273926537
2025-01-20 09:00:00,2025011900,2025011700,13.519999999999982,-1.4436848958333144,-1.249755859375,0.22527236957904506
2025-01-20 10:00:00,2025011900,2025011700,13.960000000000008,-1.1820475260416856,-1.329833984375,-0.2613021717304207
2025-01-20 11:00:00,2025011900,2025011700,14.069999999999993,-0.9449055989583144,-1.610107421875,-1.016080117082467
2025-01-20 12:00:00,2025011900,2025011700,14.439999999999998,-1.0856119791666856,-1.4622395833333712,-0.596579076008652
2025-01-20 13:00:00,2025011900,2025011700,17.55000000000001,-0.9689127604166288,-1.2351888020833712,-0.4293709157601313
2025-01-20 14:00:00,2025011900,2025011700,14.900000000000034,-0.7443033854166288,-1.1840006510416856,-0.6675468681198424
2025-01-20 15:00:00,2025011900,2025011700,11.860000000000014,-0.339111328125,-1.060302734375,-1.037493478273376
2025-01-20 16:00:00,2025011900,2025011700,9.770000000000039,-0.275390625,-1.0334574381510038,-1.0636207993676834
2025-01-20 17:00:00,2025011900,2025011700,8.449999999999989,-0.2255859375,-1.2945149739583712,-1.4597846979760334
2025-01-20 18:00:00,2025011900,2025011700,5.590000000000032,-0.23396809895831439,-1.3519694010416288,-1.4976061673004608
2025-01-20 19:00:00,2025011900,2025011700,,,,
2025-01-20 20:00:00,2025011900,2025011700,,,,
2025-01-20 21:00:00,2025011900,2025011700,,,,
2025-01-20 22:00:00,2025011900,2025011700,,,,
2025-01-20 23:00:00,2025011900,2025011700,,,,
