target_timestamp,exceed_prob_proxy,median,capacity_mw
2025-01-22 00:00:00,0.0,270.93,329.0
2025-01-22 01:00:00,0.0,279.2,329.0
2025-01-22 02:00:00,0.0,286.49,329.0
2025-01-22 03:00:00,0.0,286.21,329.0
2025-01-22 04:00:00,0.0,278.9,329.0
2025-01-22 05:00:00,0.0,272.72,329.0
2025-01-22 06:00:00,0.0,267.47,329.0
2025-01-22 07:00:00,0.0,264.02,329.0
2025-01-22 08:00:00,0.0,265.32,329.0
2025-01-22 09:00:00,0.0,270.5,329.0
2025-01-22 10:00:00,0.0,286.77,329.0
2025-01-22 11:00:00,0.0,309.17,329.0
2025-01-22 12:00:00,1.0,336.46,329.0
2025-01-22 13:00:00,1.0,352.09,329.0
2025-01-22 14:00:00,1.0,353.65,329.0
2025-01-22 15:00:00,1.0,343.22,329.0
2025-01-22 16:00:00,0.0,321.41,329.0
2025-01-22 17:00:00,0.0,297.09,329.0
2025-01-22 18:00:00,0.0,274.58,329.0
2025-01-22 19:00:00,0.0,262.4,329.0
2025-01-22 20:00:00,0.0,249.25,329.0
2025-01-22 21:00:00,0.0,246.15,329.0
2025-01-22 22:00:00,0.0,258.55,329.0
2025-01-22 23:00:00,0.0,277.61,329.0
