target_timestamp,median,q1,q3,min,max
2025-01-25 00:00:00,272.23,271.745,275.395,271.26,278.56
2025-01-25 01:00:00,283.87,282.485,286.35,281.1,288.83
2025-01-25 02:00:00,290.61,289.125,291.605,287.64,292.6
2025-01-25 03:00:00,289.47,288.88,291.23,288.29,292.99
2025-01-25 04:00:00,283.69,282.65,285.975,281.61,288.26
2025-01-25 05:00:00,279.19,278.94,280.685,278.69,282.18
2025-01-25 06:00:00,275.88,274.395,276.515,272.91,277.15
2025-01-25 07:00:00,272.08,270.77,273.33,269.46,274.58
2025-01-25 08:00:00,274.82,272.92499999999995,276.16499999999996,271.03,277.51
2025-01-25 09:00:00,281.8,280.595,282.57500000000005,279.39,283.35
2025-01-25 10:00:00,296.15,295.83,296.185,295.51,296.22
2025-01-25 11:00:00,312.72,312.21000000000004,312.905,311.7,313.09
2025-01-25 12:00:00,331.31,331.29499999999996,331.935,331.28,332.56
2025-01-25 13:00:00,344.87,344.795,345.805,344.72,346.74
2025-01-25 14:00:00,343.81,343.08500000000004,344.32,342.36,344.83
2025-01-25 15:00:00,320.39,319.54499999999996,322.03,318.7,323.67
2025-01-25 16:00:00,293.18,292.24,295.24,291.3,297.3
2025-01-25 17:00:00,267.54,266.07000000000005,267.90999999999997,264.6,268.28
2025-01-25 18:00:00,246.58,246.07,246.92000000000002,245.56,247.26
2025-01-25 19:00:00,231.065,230.9525,231.1775,230.84,231.29
2025-01-25 20:00:00,221.47500000000002,221.2775,221.6725,221.08,221.87
2025-01-25 21:00:00,216.715,215.8375,217.5925,214.96,218.47
2025-01-25 22:00:00,218.63,217.42000000000002,219.84,216.21,221.05
2025-01-25 23:00:00,232.14499999999998,230.4375,233.8525,228.73,235.56
