target_timestamp,exceed_prob_proxy,median,capacity_mw
2025-01-25 00:00:00,0.0,272.23,329.0
2025-01-25 01:00:00,0.0,283.87,329.0
2025-01-25 02:00:00,0.0,290.61,329.0
2025-01-25 03:00:00,0.0,289.47,329.0
2025-01-25 04:00:00,0.0,283.69,329.0
2025-01-25 05:00:00,0.0,279.19,329.0
2025-01-25 06:00:00,0.0,275.88,329.0
2025-01-25 07:00:00,0.0,272.08,329.0
2025-01-25 08:00:00,0.0,274.82,329.0
2025-01-25 09:00:00,0.0,281.8,329.0
2025-01-25 10:00:00,0.0,296.15,329.0
2025-01-25 11:00:00,0.0,312.72,329.0
2025-01-25 12:00:00,1.0,331.31,329.0
2025-01-25 13:00:00,1.0,344.87,329.0
2025-01-25 14:00:00,1.0,343.81,329.0
2025-01-25 15:00:00,0.0,320.39,329.0
2025-01-25 16:00:00,0.0,293.18,329.0
2025-01-25 17:00:00,0.0,267.54,329.0
2025-01-25 18:00:00,0.0,246.58,329.0
2025-01-25 19:00:00,0.0,231.065,329.0
2025-01-25 20:00:00,0.0,221.47500000000002,329.0
2025-01-25 21:00:00,0.0,216.715,329.0
2025-01-25 22:00:00,0.0,218.63,329.0
2025-01-25 23:00:00,0.0,232.14499999999998,329.0
