target_timestamp,n_available,consensus_median,consensus_iqr,range,revision_volatility,directionality_score,day_minus_1_minus_day_minus_3
2025-01-25 00:00:00,3,272.23,3.6499999999999773,7.300000000000011,3.236936137083269,0.0,6.329999999999984
2025-01-25 01:00:00,3,283.87,3.865000000000009,7.729999999999961,3.197697088009833,0.0,4.9599999999999795
2025-01-25 02:00:00,3,290.61,2.480000000000018,4.960000000000036,2.0380437243156204,0.0,1.990000000000009
2025-01-25 03:00:00,3,289.47,2.3500000000000227,4.699999999999989,1.9964635400293795,0.0,3.519999999999982
2025-01-25 04:00:00,3,283.69,3.3250000000000455,6.649999999999977,2.7775648807303526,0.0,4.569999999999993
2025-01-25 05:00:00,3,279.19,1.7450000000000045,3.490000000000009,1.540930454844306,0.0,2.990000000000009
2025-01-25 06:00:00,3,275.88,2.1200000000000045,4.239999999999952,1.776744838805548,1.0,4.239999999999952
2025-01-25 07:00:00,3,272.08,2.5600000000000023,5.1200000000000045,2.0904226048018795,0.0,2.6200000000000045
2025-01-25 08:00:00,3,274.82,3.240000000000009,6.480000000000018,2.658123816194849,0.0,3.7900000000000205
2025-01-25 09:00:00,3,281.8,1.9800000000000182,3.9600000000000364,1.6293216038857823,0.0,2.410000000000025
2025-01-25 10:00:00,3,296.15,0.3550000000000182,0.7100000000000364,0.31947874212014676,1.0,-0.7100000000000364
2025-01-25 11:00:00,3,312.72,0.6949999999999363,1.3899999999999864,0.5877830287520125,0.0,-0.3699999999999477
2025-01-25 12:00:00,3,331.31,0.6400000000000432,1.2800000000000296,0.5964524755213647,0.0,1.25
2025-01-25 13:00:00,3,344.87,1.009999999999991,2.019999999999982,0.9189244921222935,1.0,2.019999999999982
2025-01-25 14:00:00,3,343.81,1.2349999999999568,2.4699999999999704,1.0134539401910996,0.0,1.0199999999999818
2025-01-25 15:00:00,3,320.39,2.4850000000000136,4.970000000000027,2.063314485643601,0.0,3.2800000000000296
2025-01-25 16:00:00,3,293.18,3.0,6.0,2.505744511229259,0.0,4.1200000000000045
2025-01-25 17:00:00,3,267.54,1.8399999999999181,3.67999999999995,1.5893255033364013,0.0,0.7399999999999523
2025-01-25 18:00:00,3,246.58,0.8500000000000227,1.6999999999999886,0.6986335870031469,1.0,-1.6999999999999886
2025-01-25 19:00:00,2,231.065,0.22500000000002274,0.44999999999998863,0.22499999999999432,,
2025-01-25 20:00:00,2,221.47500000000002,0.39500000000001023,0.789999999999992,0.394999999999996,,
2025-01-25 21:00:00,2,216.715,1.7549999999999955,3.509999999999991,1.7549999999999955,,
2025-01-25 22:00:00,2,218.63,2.4199999999999875,4.840000000000003,2.4200000000000017,,
2025-01-25 23:00:00,2,232.14499999999998,3.414999999999992,6.8300000000000125,3.4150000000000063,,
