target_timestamp,n_available,consensus_median,consensus_iqr,range,revision_volatility,directionality_score,day_minus_1_minus_day_minus_3
2025-01-23 00:00:00,3,306.78,5.899999999999977,11.800000000000011,5.497765202536591,1.0,11.800000000000011
2025-01-23 01:00:00,3,314.7,7.269999999999982,14.54000000000002,6.464322599210742,1.0,14.54000000000002
2025-01-23 02:00:00,3,318.05,7.740000000000009,15.480000000000018,7.116278677948349,0.0,14.680000000000007
2025-01-23 03:00:00,3,310.96,11.870000000000005,23.74000000000001,9.845016787977334,0.0,15.539999999999964
2025-01-23 04:00:00,3,295.99,10.684999999999945,21.370000000000005,8.963641373162288,0.0,15.050000000000011
2025-01-23 05:00:00,3,286.08,9.390000000000043,18.78000000000003,8.415407826652789,0.0,16.75
2025-01-23 06:00:00,3,278.14,7.949999999999989,15.899999999999977,7.46487925034438,0.0,15.769999999999982
2025-01-23 07:00:00,3,272.29,7.75,15.5,7.253166358372208,0.0,15.270000000000039
2025-01-23 08:00:00,3,274.05,9.490000000000009,18.980000000000018,8.84764752161086,1.0,18.980000000000018
2025-01-23 09:00:00,3,277.34,9.68500000000006,19.370000000000005,8.38497200684388,1.0,19.370000000000005
2025-01-23 10:00:00,3,288.62,9.479999999999961,18.95999999999998,7.777048854732029,1.0,18.95999999999998
2025-01-23 11:00:00,3,305.97,7.389999999999986,14.779999999999973,6.048807044919398,1.0,14.779999999999973
2025-01-23 12:00:00,3,330.39,4.935000000000059,9.870000000000005,4.114416389018281,1.0,9.870000000000005
2025-01-23 13:00:00,3,342.68,4.784999999999968,9.569999999999993,4.220239592987848,1.0,9.569999999999993
2025-01-23 14:00:00,3,338.32,5.714999999999975,11.430000000000007,4.982429126440239,0.0,9.420000000000016
2025-01-23 15:00:00,3,322.06,6.640000000000043,13.28000000000003,5.989412881632624,0.0,12.04000000000002
2025-01-23 16:00:00,3,300.09,6.8700000000000045,13.740000000000009,6.020710552381303,1.0,13.740000000000009
2025-01-23 17:00:00,3,275.55,8.045000000000016,16.089999999999975,6.63771547045115,1.0,16.089999999999975
2025-01-23 18:00:00,3,257.0,6.09499999999997,12.189999999999998,5.02820268308888,1.0,12.189999999999998
2025-01-23 19:00:00,2,244.48,2.1899999999999977,4.3799999999999955,2.1899999999999977,,
2025-01-23 20:00:00,2,236.245,0.9449999999999932,1.8899999999999864,0.9449999999999932,,
2025-01-23 21:00:00,2,235.01,1.5200000000000102,3.039999999999992,1.519999999999996,,
2025-01-23 22:00:00,2,247.065,2.8450000000000273,5.689999999999998,2.844999999999999,,
2025-01-23 23:00:00,2,260.53499999999997,4.895000000000039,9.79000000000002,4.89500000000001,,
