timestamp,median_load,load_iqr,load_range,exceed_prob_proxy,max_weather_iqr,max_weather_range,HighLoadDisagreement,HighWeatherDisagreement,HighOpsRisk,ops_risk_score
2025-01-09 00:00:00,272.18,4.650000000000034,9.300000000000011,0.0,0.8683268229166856,1.7366536458333712,False,False,False,0.30625
2025-01-09 01:00:00,278.29,5.664999999999964,11.329999999999984,0.0,0.7250162760416856,1.4500325520833712,False,False,False,0.33749999999999997
2025-01-09 02:00:00,277.02,6.100000000000023,12.200000000000044,0.0,1.3271744218549344,2.6543488437098546,False,True,False,0.5874999999999999
2025-01-09 03:00:00,271.02,5.855000000000018,11.710000000000036,0.0,1.777180770140916,3.5543615402818602,False,True,False,0.59375
2025-01-09 04:00:00,262.65,3.6999999999999886,7.400000000000034,0.0,1.0234326879759692,2.0468653759519526,False,False,False,0.3125
2025-01-09 05:00:00,255.5,2.8600000000000136,5.719999999999999,0.0,0.2673746744791856,0.5347493489583144,False,False,False,0.08958333333333333
2025-01-09 06:00:00,248.01,2.75,5.5,0.0,0.39783813226941334,0.7956762645388125,False,False,False,0.12916666666666668
2025-01-09 07:00:00,241.69,4.109999999999985,8.219999999999999,0.0,0.41239343005356943,0.8247868601071389,False,False,False,0.2
2025-01-09 08:00:00,240.45,5.365000000000009,10.72999999999999,0.0,0.36250813802087123,0.7250162760416856,False,False,False,0.23125
2025-01-09 09:00:00,247.28,6.130000000000024,12.26000000000002,0.0,0.39689127604162877,0.7937825520833144,False,False,False,0.35833333333333334
2025-01-09 10:00:00,263.32,7.435000000000002,14.870000000000005,0.0,0.35978190104162877,0.7195638020833144,False,False,False,0.3666666666666667
2025-01-09 11:00:00,287.21,6.805000000000064,13.610000000000014,0.0,0.41544596354162877,0.8308919270833144,False,False,False,0.4208333333333334
2025-01-09 12:00:00,314.98,5.859999999999957,11.71999999999997,0.0,0.6047322545244498,1.2094645090489138,False,False,False,0.37916666666666665
2025-01-09 13:00:00,336.49,4.809999999999945,9.619999999999948,1.0,0.8135871264683772,1.6271742529367401,False,False,False,0.5104166666666667
2025-01-09 14:00:00,341.63,5.835000000000036,11.670000000000016,1.0,0.778922380580525,1.5578447611610216,False,False,False,0.5708333333333333
2025-01-09 15:00:00,326.55,9.034999999999968,18.069999999999993,0.3333333333333333,0.9064256172953407,1.812851234590667,True,False,False,0.66875
2025-01-09 16:00:00,300.86,10.644999999999982,21.289999999999964,0.0,1.104651482693498,2.2093029653870246,True,False,False,0.6979166666666667
2025-01-09 17:00:00,278.5,8.980000000000018,17.95999999999998,0.0,1.3000743481258041,2.60014869625158,True,True,True,0.6854166666666667
2025-01-09 18:00:00,258.6,7.975000000000023,15.949999999999989,0.0,1.4150603744567007,2.8301207489134015,True,True,True,0.6958333333333333
2025-01-09 19:00:00,249.625,9.444999999999991,18.889999999999983,0.0,0.9729071342062667,1.9458142684125477,True,False,False,0.6354166666666667
2025-01-09 20:00:00,238.525,7.4550000000000125,14.909999999999997,0.0,1.1284254900035222,2.25685098000703,True,False,False,0.6187499999999999
2025-01-09 21:00:00,234.225,4.924999999999983,9.849999999999994,0.0,1.0599621873840022,2.1199243747680043,False,False,False,0.40208333333333335
2025-01-09 22:00:00,243.26,2.4399999999999977,4.8799999999999955,0.0,1.2267004831625172,2.4534009663250345,False,True,False,0.31458333333333327
2025-01-09 23:00:00,263.22,2.25,4.5,0.0,1.537179764768382,3.074359529536764,False,True,False,0.35416666666666663
