target_timestamp,RH2m_init_2025011700,RH2m_init_2025011800,RH2m_init_2025011900
2025-01-20 00:00:00,93.10281395248316,91.4752283355406,92.19848318201996
2025-01-20 01:00:00,90.73591376738462,89.2560687919467,90.60793484129556
2025-01-20 02:00:00,89.95859773169491,88.85110193348073,88.07016559776788
2025-01-20 03:00:00,88.2629351259568,87.47707678540446,87.08065809257333
2025-01-20 04:00:00,86.72323272926072,87.850347197014,87.39052608748585
2025-01-20 05:00:00,86.89965092556581,87.963632341278,88.78065216141003
2025-01-20 06:00:00,86.8769333923894,88.48264062906246,89.06899565328824
2025-01-20 07:00:00,87.88692137394708,89.20506251375184,89.15338835244582
2025-01-20 08:00:00,88.46713677944264,89.4074729801266,89.6763112068353
2025-01-20 09:00:00,89.16762085995931,89.38961444821746,89.39289322953836
2025-01-20 10:00:00,89.99390635790043,89.39965518101663,89.73260418617001
2025-01-20 11:00:00,90.83788782986232,89.35811060877768,89.82180771277986
2025-01-20 12:00:00,90.3018559759822,89.14628519213242,89.70527689997355
2025-01-20 13:00:00,89.1826155875837,88.65521822063586,88.75324467182357
2025-01-20 14:00:00,87.48686191633037,86.19541430790775,86.81931504821053
2025-01-20 15:00:00,86.17302717163965,84.26577376117227,85.13553369336627
2025-01-20 16:00:00,84.40646086018008,82.54274235487536,83.34284006081239
2025-01-20 17:00:00,82.85831103951672,80.95934364923072,81.39852634154069
2025-01-20 18:00:00,81.19252189897126,79.11664794395149,79.6949157316708
2025-01-20 19:00:00,,77.85171879756902,78.3947508884005
2025-01-20 20:00:00,,77.10629001734333,77.78177090958731
2025-01-20 21:00:00,,77.1632747998848,77.97516549811235
2025-01-20 22:00:00,,78.26100923433451,78.99754445558779
2025-01-20 23:00:00,,81.89014858997386,82.45206579847945
