target_timestamp,T2m_init_2025011700,T2m_init_2025011800,T2m_init_2025011900
2025-01-20 00:00:00,287.82177734375,288.0187174479167,287.196044921875
2025-01-20 01:00:00,287.2202962239583,287.208740234375,286.72265625
2025-01-20 02:00:00,286.635986328125,286.5523274739583,285.6681315104167
2025-01-20 03:00:00,286.0099283854167,285.0020345052083,283.9801432291667
2025-01-20 04:00:00,284.9629720052083,283.162109375,282.2747395833333
2025-01-20 05:00:00,283.611083984375,281.634765625,280.4404296875
2025-01-20 06:00:00,281.656494140625,280.1041666666667,278.82568359375
2025-01-20 07:00:00,280.0201822916667,278.8213704427083,277.87109375
2025-01-20 08:00:00,278.696044921875,277.575927734375,276.7067057291667
2025-01-20 09:00:00,277.441650390625,276.6707356770833,275.9979654947917
2025-01-20 10:00:00,276.38037109375,275.8857421875,275.1983235677083
2025-01-20 11:00:00,275.490966796875,275.0677083333333,274.5460611979167
2025-01-20 12:00:00,274.89111328125,274.5413411458333,273.8055013020833
2025-01-20 13:00:00,274.4978841145833,274.1866048177083,273.5289713541667
2025-01-20 14:00:00,275.0464680989583,274.6190592447917,274.3021647135417
2025-01-20 15:00:00,276.0240885416667,275.6822102864583,275.6849772135417
2025-01-20 16:00:00,277.66650390625,277.2069498697917,277.39111328125
2025-01-20 17:00:00,279.1988932291667,278.8036295572917,278.9733072916667
2025-01-20 18:00:00,280.4610188802083,280.2146809895833,280.22705078125
2025-01-20 19:00:00,,281.1661783854167,281.184326171875
2025-01-20 20:00:00,,281.6888020833333,281.6682942708333
2025-01-20 21:00:00,,281.6009928385417,281.6448567708333
2025-01-20 22:00:00,,280.8689778645833,280.885498046875
2025-01-20 23:00:00,,278.9637858072917,278.8060709635417
