target_timestamp,Td2m_init_2025011700,Td2m_init_2025011800,Td2m_init_2025011900
2025-01-20 00:00:00,283.1580403645833,282.212890625,281.9119466145833
2025-01-20 01:00:00,280.9136555989583,279.8516438802083,280.337158203125
2025-01-20 02:00:00,279.79443359375,278.9232584635417,277.5054524739583
2025-01-20 03:00:00,277.9718424479167,276.4340006510417,275.1600748697917
2025-01-20 04:00:00,275.8513997395833,274.9192708333333,273.7320149739583
2025-01-20 05:00:00,274.6724446614583,273.5194498697917,272.9361165364583
2025-01-20 06:00:00,272.7674967447917,272.3999837239583,271.56787109375
2025-01-20 07:00:00,271.900634765625,271.657470703125,270.6973470052083
2025-01-20 08:00:00,271.0228678385417,270.585693359375,269.9242350260417
2025-01-20 09:00:00,270.2894694010417,269.6922200520833,269.0397135416667
2025-01-20 10:00:00,269.8228352864583,268.9347330729167,268.4930013020833
2025-01-20 11:00:00,269.5282389322917,268.1100260416667,267.9181315104167
2025-01-20 12:00:00,268.5795084635417,267.45361328125,267.1172688802083
2025-01-20 13:00:00,267.4361979166667,266.77294921875,266.2010091145833
2025-01-20 14:00:00,266.802734375,265.4893391927083,265.6187337239583
2025-01-20 15:00:00,266.8291015625,265.146240234375,265.768798828125
2025-01-20 16:00:00,267.1514485677083,265.3588053385417,266.1179911295573
2025-01-20 17:00:00,267.4933268229167,265.7110188802083,266.1988118489583
2025-01-20 18:00:00,267.4602864583333,265.656005859375,266.1083170572917
2025-01-20 19:00:00,,265.5799153645833,266.0174153645833
2025-01-20 20:00:00,,265.49169921875,265.999267578125
2025-01-20 21:00:00,,265.4541015625,266.1279296875
2025-01-20 22:00:00,,265.6185709635417,266.2002766927083
2025-01-20 23:00:00,,266.5546061197917,266.818359375
