target_timestamp,median,q1,q3,min,max
2025-01-17 00:00:00,230.74,227.35000000000002,233.7,223.96,236.66
2025-01-17 01:00:00,235.17,231.945,237.71499999999997,228.72,240.26
2025-01-17 02:00:00,235.52,232.26,237.79500000000002,229.0,240.07
2025-01-17 03:00:00,233.11,228.455,234.42000000000002,223.8,235.73
2025-01-17 04:00:00,225.63,219.97,226.495,214.31,227.36
2025-01-17 05:00:00,217.33,211.01,217.56,204.69,217.79
2025-01-17 06:00:00,209.87,203.61,210.115,197.35,210.36
2025-01-17 07:00:00,204.11,197.51,204.75,190.91,205.39
2025-01-17 08:00:00,202.4,196.67000000000002,204.125,190.94,205.85
2025-01-17 09:00:00,205.16,200.2,208.85500000000002,195.24,212.55
2025-01-17 10:00:00,216.1,210.915,221.485,205.73,226.87
2025-01-17 11:00:00,235.14,230.17,242.23,225.2,249.32
2025-01-17 12:00:00,262.76,259.1,271.395,255.44,280.03
2025-01-17 13:00:00,283.05,280.21000000000004,292.635,277.37,302.22
2025-01-17 14:00:00,280.69,278.93,288.96000000000004,277.17,297.23
2025-01-17 15:00:00,262.93,261.38,267.89,259.83,272.85
2025-01-17 16:00:00,239.31,239.01999999999998,243.57,238.73,247.83
2025-01-17 17:00:00,223.97,223.905,226.64499999999998,223.84,229.32
2025-01-17 18:00:00,211.61,211.15,213.8,210.69,215.99
2025-01-17 19:00:00,201.685,201.2475,202.1225,200.81,202.56
2025-01-17 20:00:00,195.45,194.825,196.075,194.2,196.7
2025-01-17 21:00:00,193.74,193.05,194.43,192.36,195.12
2025-01-17 22:00:00,196.02499999999998,195.0625,196.98749999999998,194.1,197.95
2025-01-17 23:00:00,204.4,203.32,205.48000000000002,202.24,206.56
