timestamp,median,q1,q3,min,max
2025-01-10 00:00:00,278.0813802083333,277.8599853515625,278.14811197916663,277.6385904947917,278.21484375
2025-01-10 01:00:00,277.234130859375,276.93294270833337,277.29512532552087,276.6317545572917,277.3561197916667
2025-01-10 02:00:00,276.4075520833333,276.1337890625,276.5766194661458,275.8600260416667,276.7456868489583
2025-01-10 03:00:00,275.8895670572917,275.56270345052087,276.09521484375,275.23583984375,276.3008626302083
2025-01-10 04:00:00,275.4961751302083,275.2207845052083,275.6544189453125,274.9453938802083,275.8126627604167
2025-01-10 05:00:00,275.2701009114583,275.11796061197913,275.2815755208333,274.9658203125,275.2930501302083
2025-01-10 06:00:00,274.6500651041667,274.5317789713542,274.8345947265625,274.4134928385417,275.0191243489583
2025-01-10 07:00:00,274.465576171875,274.2254638671875,274.5987548828125,273.9853515625,274.73193359375
2025-01-10 08:00:00,274.4889322916667,274.1566569010417,274.6271158854167,273.8243815104167,274.7652994791667
2025-01-10 09:00:00,275.0365397135417,274.52962239583337,275.054443359375,274.022705078125,275.0723470052083
2025-01-10 10:00:00,275.1031901041667,274.5350748697917,275.15791829427087,273.9669596354167,275.212646484375
2025-01-10 11:00:00,275.061279296875,274.61861165364587,275.1253662109375,274.1759440104167,275.189453125
2025-01-10 12:00:00,275.1114908854167,274.6794840494792,275.1258951822917,274.2474772135417,275.1402994791667
2025-01-10 13:00:00,275.7625325520833,275.6935628255208,275.88517252604163,275.6245930989583,276.0078125
2025-01-10 14:00:00,278.791015625,278.4356689453125,279.11507161458337,278.080322265625,279.4391276041667
2025-01-10 15:00:00,282.2632649739583,281.83365885416663,282.70109049479163,281.404052734375,283.138916015625
2025-01-10 16:00:00,285.0843912760417,284.5295817057292,285.6224365234375,283.9747721354167,286.1604817708333
2025-01-10 17:00:00,287.06884765625,286.53450520833337,287.71854654947913,286.0001627604167,288.3682454427083
2025-01-10 18:00:00,288.755126953125,288.15889485677087,289.35811360677087,287.5626627604167,289.9611002604167
2025-01-10 19:00:00,290.61027018229163,290.2850341796875,290.9355061848958,289.9597981770833,291.2607421875
2025-01-10 20:00:00,291.4289143880208,291.08022054036456,291.77760823567706,290.7315266927083,292.1263020833333
2025-01-10 21:00:00,291.6832275390625,291.3145548502604,292.0519002278646,290.9458821614583,292.4205729166667
2025-01-10 22:00:00,290.6550699869792,290.36057535807294,290.94956461588544,290.0660807291667,291.2440592447917
2025-01-10 23:00:00,288.64021809895837,288.0309244791667,289.24951171875,287.421630859375,289.8588053385417
