timestamp,variable,n_available,median,q1,q3,iqr,min,max,range,std
2025-01-10 00:00:00,T2m,3,278.0813802083333,277.8599853515625,278.14811197916663,0.28812662760412877,277.6385904947917,278.21484375,0.5762532552083144,0.24629319959725315
2025-01-10 01:00:00,T2m,3,277.234130859375,276.93294270833337,277.29512532552087,0.3621826171875,276.6317545572917,277.3561197916667,0.724365234375,0.31665675452633824
2025-01-10 02:00:00,T2m,3,276.4075520833333,276.1337890625,276.5766194661458,0.4428304036458144,275.8600260416667,276.7456868489583,0.8856608072916288,0.3649223588046367
2025-01-10 03:00:00,T2m,3,275.8895670572917,275.56270345052087,276.09521484375,0.5325113932291288,275.23583984375,276.3008626302083,1.0650227864583144,0.4385325090826888
2025-01-10 04:00:00,T2m,3,275.4961751302083,275.2207845052083,275.6544189453125,0.4336344401041856,274.9453938802083,275.8126627604167,0.8672688802083712,0.3583418163343727
2025-01-10 05:00:00,T2m,3,275.2701009114583,275.11796061197913,275.2815755208333,0.16361490885418561,274.9658203125,275.2930501302083,0.3272298177083144,0.14914299742979056
2025-01-10 06:00:00,T2m,3,274.6500651041667,274.5317789713542,274.8345947265625,0.3028157552083144,274.4134928385417,275.0191243489583,0.6056315104166288,0.24921224542738668
2025-01-10 07:00:00,T2m,3,274.465576171875,274.2254638671875,274.5987548828125,0.373291015625,273.9853515625,274.73193359375,0.74658203125,0.3089312546726652
2025-01-10 08:00:00,T2m,3,274.4889322916667,274.1566569010417,274.6271158854167,0.470458984375,273.8243815104167,274.7652994791667,0.94091796875,0.3948745492914696
2025-01-10 09:00:00,T2m,3,275.0365397135417,274.52962239583337,275.054443359375,0.5248209635416288,274.022705078125,275.0723470052083,1.0496419270833144,0.4865857244558657
2025-01-10 10:00:00,T2m,3,275.1031901041667,274.5350748697917,275.15791829427087,0.6228434244791856,273.9669596354167,275.212646484375,1.2456868489583144,0.5631988106592404
2025-01-10 11:00:00,T2m,3,275.061279296875,274.61861165364587,275.1253662109375,0.5067545572916288,274.1759440104167,275.189453125,1.0135091145833144,0.45061042856797123
