timestamp,predicted_load,actual_load,error
2025-01-22 00:00:00,331.16,343.0,-11.839999999999975
2025-01-22 01:00:00,323.57,347.0,-23.430000000000007
2025-01-22 02:00:00,318.93,347.0,-28.069999999999993
2025-01-22 03:00:00,313.57,342.0,-28.430000000000007
2025-01-22 04:00:00,302.73,334.0,-31.269999999999982
2025-01-22 05:00:00,290.85,326.0,-35.14999999999998
2025-01-22 06:00:00,280.21,321.0,-40.79000000000002
2025-01-22 07:00:00,275.31,315.0,-39.69
2025-01-22 08:00:00,276.96,314.0,-37.04000000000002
2025-01-22 09:00:00,282.38,314.0,-31.620000000000005
2025-01-22 10:00:00,295.78,322.0,-26.220000000000027
2025-01-22 11:00:00,315.21,330.0,-14.79000000000002
2025-01-22 12:00:00,339.67,348.0,-8.329999999999984
2025-01-22 13:00:00,355.9,366.0,-10.100000000000023
2025-01-22 14:00:00,356.88,386.0,-29.120000000000005
2025-01-22 15:00:00,339.61,396.0,-56.389999999999986
2025-01-22 16:00:00,317.19,392.0,-74.81
2025-01-22 17:00:00,295.57,380.0,-84.43
2025-01-22 18:00:00,273.9,364.0,-90.10000000000002
2025-01-22 19:00:00,259.78,347.0,-87.22000000000003
2025-01-22 20:00:00,251.16,340.0,-88.84
2025-01-22 21:00:00,249.54,339.0,-89.46000000000001
2025-01-22 22:00:00,263.5,346.0,-82.5
2025-01-22 23:00:00,282.18,363.0,-80.82
