target_timestamp,n_available,consensus_median,consensus_iqr,range,revision_volatility,directionality_score,day_minus_1_minus_day_minus_3
2025-01-15 00:00:00,3,250.92,2.1399999999999864,4.280000000000001,1.8061438357881552,1.0,4.280000000000001
2025-01-15 01:00:00,3,254.97,0.6599999999999966,1.3199999999999648,0.6199103877891311,1.0,1.3199999999999648
2025-01-15 02:00:00,3,256.08,0.3299999999999841,0.660000000000025,0.28248893783651735,0.0,0.1500000000000341
2025-01-15 03:00:00,3,249.18,0.7450000000000045,1.490000000000009,0.643445586061654,0.0,-0.30000000000001137
2025-01-15 04:00:00,3,237.76,0.6550000000000296,1.3100000000000023,0.5525898619731986,0.0,-0.3599999999999852
2025-01-15 05:00:00,3,228.64,0.7699999999999818,1.539999999999992,0.6697926710723425,0.0,-0.2799999999999727
2025-01-15 06:00:00,3,220.88,1.0200000000000387,2.0400000000000205,0.8750999942863742,0.0,-1.5900000000000034
2025-01-15 07:00:00,3,214.76,0.4449999999999932,0.8900000000000148,0.41491632355881036,1.0,-0.8900000000000148
2025-01-15 08:00:00,3,214.47,0.5400000000000205,1.0800000000000125,0.455192267069646,1.0,-1.0800000000000125
2025-01-15 09:00:00,3,219.62,1.1800000000000068,2.3600000000000136,0.9634774978632867,0.0,-1.1899999999999977
2025-01-15 10:00:00,3,233.53,0.8149999999999977,1.6300000000000239,0.7036255317204613,0.0,-0.3300000000000125
2025-01-15 11:00:00,3,254.76,1.2600000000000193,2.5200000000000387,1.1110455536215698,0.0,2.150000000000034
2025-01-15 12:00:00,3,287.84,0.8299999999999841,1.660000000000025,0.6804573625306983,0.0,0.7000000000000455
2025-01-15 13:00:00,3,306.91,0.7699999999999818,1.5400000000000205,0.631242161667514,0.0,0.6500000000000341
2025-01-15 14:00:00,3,302.21,3.2450000000000045,6.490000000000009,2.7097396348890976,0.0,-4.449999999999989
2025-01-15 15:00:00,3,280.66,3.660000000000025,7.319999999999993,3.1540591130936155,1.0,-7.319999999999993
2025-01-15 16:00:00,3,258.37,3.0,6.0,2.714176773085271,1.0,-6.0
2025-01-15 17:00:00,3,239.76,2.0749999999999886,4.150000000000006,1.7869216235998981,0.0,-3.280000000000001
2025-01-15 18:00:00,3,226.04,2.384999999999991,4.769999999999982,2.170811420234883,0.0,-4.4199999999999875
2025-01-15 19:00:00,2,212.805,1.6350000000000193,3.2700000000000102,1.6350000000000051,,
2025-01-15 20:00:00,2,204.555,1.2849999999999682,2.569999999999993,1.2849999999999966,,
2025-01-15 21:00:00,2,201.39999999999998,1.6400000000000148,3.280000000000001,1.6400000000000006,,
2025-01-15 22:00:00,2,205.67,1.7800000000000296,3.5600000000000023,1.7800000000000011,,
2025-01-15 23:00:00,2,220.87,2.390000000000015,4.780000000000001,2.3900000000000006,,
