timestamp,predicted_load,actual_load,error
2025-01-08 00:00:00,281.69,284.0,-2.3100000000000023
2025-01-08 01:00:00,288.43,291.0,-2.569999999999993
2025-01-08 02:00:00,288.57,294.0,-5.430000000000007
2025-01-08 03:00:00,281.9,293.0,-11.100000000000023
2025-01-08 04:00:00,271.93,283.0,-11.069999999999993
2025-01-08 05:00:00,262.83,275.0,-12.170000000000016
2025-01-08 06:00:00,253.37,271.0,-17.629999999999995
2025-01-08 07:00:00,246.0,272.0,-26.0
2025-01-08 08:00:00,244.51,274.0,-29.49000000000001
2025-01-08 09:00:00,249.8,276.0,-26.19999999999999
2025-01-08 10:00:00,259.78,285.0,-25.220000000000027
2025-01-08 11:00:00,280.43,303.0,-22.569999999999993
2025-01-08 12:00:00,308.71,334.0,-25.29000000000002
2025-01-08 13:00:00,331.94,352.0,-20.060000000000002
2025-01-08 14:00:00,334.95,346.0,-11.050000000000011
2025-01-08 15:00:00,310.9,318.0,-7.100000000000023
2025-01-08 16:00:00,280.32,287.0,-6.680000000000007
2025-01-08 17:00:00,257.78,262.0,-4.220000000000027
2025-01-08 18:00:00,240.6,242.0,-1.4000000000000057
2025-01-08 19:00:00,227.08,227.0,0.0800000000000125
2025-01-08 20:00:00,217.94,219.0,-1.0600000000000023
2025-01-08 21:00:00,215.17,218.0,-2.8300000000000125
2025-01-08 22:00:00,225.09,227.0,-1.9099999999999966
2025-01-08 23:00:00,247.47,247.0,0.46999999999999886
