timestamp,predicted_load,actual_load,error
2025-01-11 00:00:00,226.23,227.0,-0.7700000000000102
2025-01-11 01:00:00,224.19,222.0,2.1899999999999977
2025-01-11 02:00:00,216.51,214.0,2.509999999999991
2025-01-11 03:00:00,205.66,205.0,0.6599999999999966
2025-01-11 04:00:00,192.8,192.0,0.8000000000000114
2025-01-11 05:00:00,180.15,180.0,0.15000000000000568
2025-01-11 06:00:00,169.58,168.0,1.5800000000000125
2025-01-11 07:00:00,162.95,160.0,2.9499999999999886
2025-01-11 08:00:00,159.89,155.0,4.889999999999986
2025-01-11 09:00:00,159.72,152.0,7.719999999999999
2025-01-11 10:00:00,164.71,152.0,12.710000000000008
2025-01-11 11:00:00,174.62,156.0,18.620000000000005
2025-01-11 12:00:00,188.64,165.0,23.639999999999986
2025-01-11 13:00:00,204.56,175.0,29.560000000000002
2025-01-11 14:00:00,218.79,189.0,29.789999999999992
2025-01-11 15:00:00,225.51,203.0,22.50999999999999
2025-01-11 16:00:00,230.13,213.0,17.129999999999995
2025-01-11 17:00:00,231.77,219.0,12.77000000000001
2025-01-11 18:00:00,231.34,227.0,4.340000000000003
2025-01-11 19:00:00,227.5,235.0,-7.5
2025-01-11 20:00:00,226.63,237.0,-10.370000000000005
2025-01-11 21:00:00,231.13,241.0,-9.870000000000005
2025-01-11 22:00:00,243.17,248.0,-4.8300000000000125
2025-01-11 23:00:00,257.63,259.0,-1.3700000000000045
