target_timestamp,RH2m_init_2025010600,RH2m_init_2025010700,RH2m_init_2025010800
2025-01-09 00:00:00,87.33666473867085,85.6865377176606,85.96673825750487
2025-01-09 01:00:00,87.64304693007772,86.93228494159762,86.70212175459437
2025-01-09 02:00:00,88.55371780275948,90.18529652285324,87.53094767914338
2025-01-09 03:00:00,90.106142541993,92.32797131006244,88.77360976978058
2025-01-09 04:00:00,90.62836974659176,91.23155985592804,89.18469447997609
2025-01-09 05:00:00,89.86555941034794,89.4193036920372,89.40048827338212
2025-01-09 06:00:00,89.72572801996857,88.93005175542976,89.65379078719519
2025-01-09 07:00:00,89.95194315774079,89.12715629763365,89.68496521544797
2025-01-09 08:00:00,90.1163827214209,89.43751501014036,89.78033660867679
2025-01-09 09:00:00,90.3362723735188,89.69606674205056,89.93877806851113
2025-01-09 10:00:00,90.25195455846116,89.87882116627554,90.38786295860854
2025-01-09 11:00:00,90.25239401369846,90.18000610631336,90.83760395054571
2025-01-09 12:00:00,90.1034812320928,90.70084129523006,91.31294574114172
2025-01-09 13:00:00,89.64052674763963,90.83912352213184,91.26770100057637
2025-01-09 14:00:00,86.8475613866669,88.37079248767998,88.40540614782792
2025-01-09 15:00:00,84.3988278497612,85.68778179750437,86.21167908435187
2025-01-09 16:00:00,81.85696090834611,83.33780687722619,84.06626387373313
2025-01-09 17:00:00,79.61556665263119,81.16090350108033,82.21571534888277
2025-01-09 18:00:00,77.82893345400329,79.2056737212905,80.65905420291669
2025-01-09 19:00:00,,77.59033906104078,79.53615332945333
2025-01-09 20:00:00,,76.91215708574258,79.16900806574961
2025-01-09 21:00:00,,76.67925640263745,78.79918077740545
2025-01-09 22:00:00,,78.80154506106543,81.25494602739046
2025-01-09 23:00:00,,83.58725757623743,86.6616171057742
