target_timestamp,exceed_prob_proxy,median,capacity_mw
2025-01-10 00:00:00,0.0,286.78,329.0
2025-01-10 01:00:00,0.0,295.26,329.0
2025-01-10 02:00:00,0.0,296.86,329.0
2025-01-10 03:00:00,0.0,293.88,329.0
2025-01-10 04:00:00,0.0,284.92,329.0
2025-01-10 05:00:00,0.0,277.82,329.0
2025-01-10 06:00:00,0.0,270.06,329.0
2025-01-10 07:00:00,0.0,265.0,329.0
2025-01-10 08:00:00,0.0,265.12,329.0
2025-01-10 09:00:00,0.0,271.64,329.0
2025-01-10 10:00:00,0.0,286.56,329.0
2025-01-10 11:00:00,0.0,303.33,329.0
2025-01-10 12:00:00,0.0,325.73,329.0
2025-01-10 13:00:00,1.0,340.72,329.0
2025-01-10 14:00:00,1.0,340.1,329.0
2025-01-10 15:00:00,0.0,321.4,329.0
2025-01-10 16:00:00,0.0,288.93,329.0
2025-01-10 17:00:00,0.0,263.93,329.0
2025-01-10 18:00:00,0.0,244.55,329.0
2025-01-10 19:00:00,0.0,228.085,329.0
2025-01-10 20:00:00,0.0,218.01999999999998,329.0
2025-01-10 21:00:00,0.0,214.105,329.0
2025-01-10 22:00:00,0.0,215.715,329.0
2025-01-10 23:00:00,0.0,220.86,329.0
