target_timestamp,median,q1,q3,min,max
2025-01-10 00:00:00,286.78,286.655,289.63,286.53,292.48
2025-01-10 01:00:00,295.26,294.9,297.53499999999997,294.54,299.81
2025-01-10 02:00:00,296.86,296.805,300.65,296.75,304.44
2025-01-10 03:00:00,293.88,292.13,296.8,290.38,299.72
2025-01-10 04:00:00,284.92,284.105,286.9,283.29,288.88
2025-01-10 05:00:00,277.82,276.775,278.815,275.73,279.81
2025-01-10 06:00:00,270.06,268.98,272.12,267.9,274.18
2025-01-10 07:00:00,265.0,263.555,266.4,262.11,267.8
2025-01-10 08:00:00,265.12,263.88,265.935,262.64,266.75
2025-01-10 09:00:00,271.64,269.57,272.89,267.5,274.14
2025-01-10 10:00:00,286.56,284.78999999999996,287.32,283.02,288.08
2025-01-10 11:00:00,303.33,302.73,303.41999999999996,302.13,303.51
2025-01-10 12:00:00,325.73,324.895,325.99,324.06,326.25
2025-01-10 13:00:00,340.72,338.94500000000005,340.76,337.17,340.8
2025-01-10 14:00:00,340.1,337.18,340.69,334.26,341.28
2025-01-10 15:00:00,321.4,316.9,323.88,312.4,326.36
2025-01-10 16:00:00,288.93,286.63,293.805,284.33,298.68
2025-01-10 17:00:00,263.93,259.9,267.56,255.87,271.19
2025-01-10 18:00:00,244.55,240.62,246.775,236.69,249.0
2025-01-10 19:00:00,228.085,225.91250000000002,230.2575,223.74,232.43
2025-01-10 20:00:00,218.01999999999998,216.2,219.84,214.38,221.66
2025-01-10 21:00:00,214.105,212.3075,215.90249999999997,210.51,217.7
2025-01-10 22:00:00,215.715,214.7175,216.7125,213.72,217.71
2025-01-10 23:00:00,220.86,220.44,221.28,220.02,221.7
