target_timestamp,T2m_init_2025010700,T2m_init_2025010800,T2m_init_2025010900
2025-01-10 00:00:00,278.0813802083333,277.6385904947917,278.21484375
2025-01-10 01:00:00,277.3561197916667,276.6317545572917,277.234130859375
2025-01-10 02:00:00,276.7456868489583,275.8600260416667,276.4075520833333
2025-01-10 03:00:00,276.3008626302083,275.23583984375,275.8895670572917
2025-01-10 04:00:00,275.8126627604167,274.9453938802083,275.4961751302083
2025-01-10 05:00:00,275.2701009114583,274.9658203125,275.2930501302083
2025-01-10 06:00:00,274.6500651041667,274.4134928385417,275.0191243489583
2025-01-10 07:00:00,273.9853515625,274.465576171875,274.73193359375
2025-01-10 08:00:00,273.8243815104167,274.4889322916667,274.7652994791667
2025-01-10 09:00:00,274.022705078125,275.0723470052083,275.0365397135417
2025-01-10 10:00:00,273.9669596354167,275.212646484375,275.1031901041667
2025-01-10 11:00:00,274.1759440104167,275.189453125,275.061279296875
2025-01-10 12:00:00,274.2474772135417,275.1114908854167,275.1402994791667
2025-01-10 13:00:00,275.6245930989583,275.7625325520833,276.0078125
2025-01-10 14:00:00,278.080322265625,278.791015625,279.4391276041667
2025-01-10 15:00:00,281.404052734375,282.2632649739583,283.138916015625
2025-01-10 16:00:00,283.9747721354167,285.0843912760417,286.1604817708333
2025-01-10 17:00:00,286.0001627604167,287.06884765625,288.3682454427083
2025-01-10 18:00:00,287.5626627604167,288.755126953125,289.9611002604167
2025-01-10 19:00:00,,289.9597981770833,291.2607421875
2025-01-10 20:00:00,,290.7315266927083,292.1263020833333
2025-01-10 21:00:00,,290.9458821614583,292.4205729166667
2025-01-10 22:00:00,,290.0660807291667,291.2440592447917
2025-01-10 23:00:00,,287.421630859375,289.8588053385417
