target_timestamp,RH2m_init_2025010700,RH2m_init_2025010800,RH2m_init_2025010900
2025-01-10 00:00:00,85.37151293788492,88.55120401013498,86.32210457008735
2025-01-10 01:00:00,86.05499944538256,90.62495856229356,88.70231587802898
2025-01-10 02:00:00,86.61151937845675,92.48768864432218,90.60237469092432
2025-01-10 03:00:00,87.09763234935942,93.81717860853304,91.81124914868072
2025-01-10 04:00:00,87.79821860206609,94.51185752413444,92.54841256314904
2025-01-10 05:00:00,88.8890935395018,94.963748206175,92.85036602029544
2025-01-10 06:00:00,90.4076769453996,95.75510311224086,93.2700566961463
2025-01-10 07:00:00,91.95963379919112,95.75764103325912,94.00478459702832
2025-01-10 08:00:00,91.98322433873732,95.64052840071712,94.3218305355342
2025-01-10 09:00:00,91.18881110137016,94.94259376767904,94.62851111571456
2025-01-10 10:00:00,90.43401783686836,94.94459345060184,94.88735719103408
2025-01-10 11:00:00,89.74368148026788,94.36693021353372,94.50827632429956
2025-01-10 12:00:00,89.96048498426353,93.06342304262743,93.67192973190964
2025-01-10 13:00:00,89.20155287183535,92.60876172057216,93.14952803136566
2025-01-10 14:00:00,88.05531428887885,90.59721713663704,91.23251754832629
2025-01-10 15:00:00,86.06848564714483,88.17123384804357,89.13883873707891
2025-01-10 16:00:00,84.8392550839858,86.83085333750849,88.0252841419365
2025-01-10 17:00:00,83.53032490625226,85.97637622235915,86.61582391089019
2025-01-10 18:00:00,82.4223127069863,85.2156929347628,85.45571645366847
2025-01-10 19:00:00,,84.6828825829644,84.60354558274358
2025-01-10 20:00:00,,84.43064159152733,84.16140863315476
2025-01-10 21:00:00,,84.77112412755262,83.35891063996202
2025-01-10 22:00:00,,86.78363664746435,86.30900301534255
2025-01-10 23:00:00,,90.32572661239344,87.9964008875242
