timestamp,init_closest,init_older,delta_load,delta_T2m,delta_Td2m,delta_RH2m
2025-01-25 00:00:00,2025012400,2025012200,6.329999999999984,-0.3475748697916856,0.7184244791666856,1.4218783091456544
2025-01-25 01:00:00,2025012400,2025012200,4.9599999999999795,-0.21061197916668561,0.9868977864583144,1.6591164279741974
2025-01-25 02:00:00,2025012400,2025012200,1.990000000000009,-0.04361979166662877,0.9791666666666856,1.4572191583916236
2025-01-25 03:00:00,2025012400,2025012200,3.519999999999982,0.25236002604162877,0.9661458333333712,1.0445686809365498
2025-01-25 04:00:00,2025012400,2025012200,4.569999999999993,0.29386393229162877,1.1388346354166856,1.247322668215375
2025-01-25 05:00:00,2025012400,2025012200,2.990000000000009,0.364013671875,1.2684733072916288,1.34933060315349
2025-01-25 06:00:00,2025012400,2025012200,4.239999999999952,0.207763671875,1.216552734375,1.514390852307045
2025-01-25 07:00:00,2025012400,2025012200,2.6200000000000045,0.09871419270831439,1.0869140625,1.490824808022282
2025-01-25 08:00:00,2025012400,2025012200,3.7900000000000205,0.15852864583331439,0.9363606770833144,1.1804428514564336
2025-01-25 09:00:00,2025012400,2025012200,2.410000000000025,0.21101888020831439,0.7941080729166856,0.8898522417756567
2025-01-25 10:00:00,2025012400,2025012200,-0.7100000000000364,0.251953125,0.7171223958333144,0.7140080538802778
2025-01-25 11:00:00,2025012400,2025012200,-0.3699999999999477,0.39615885416662877,0.793701171875,0.6160243630898634
2025-01-25 12:00:00,2025012400,2025012200,1.25,0.44392903645837123,1.077880859375,0.9788387342047997
2025-01-25 13:00:00,2025012400,2025012200,2.019999999999982,0.6050618489583144,1.349365234375,1.1449161212154593
2025-01-25 14:00:00,2025012400,2025012200,1.0199999999999818,0.9173177083333144,1.5386555989583144,0.9403142951806842
2025-01-25 15:00:00,2025012400,2025012200,3.2800000000000296,1.111572265625,1.729736328125,0.9126246520268779
2025-01-25 16:00:00,2025012400,2025012200,4.1200000000000045,0.9676920572916288,1.4419759114583144,0.6859338087362801
2025-01-25 17:00:00,2025012400,2025012200,0.7399999999999523,0.9119466145833712,1.9818522135416288,1.4430908758786245
2025-01-25 18:00:00,2025012400,2025012200,-1.6999999999999886,0.9820556640625,2.256591796875,1.7054714217092908
2025-01-25 19:00:00,2025012400,2025012200,,,,
2025-01-25 20:00:00,2025012400,2025012200,,,,
2025-01-25 21:00:00,2025012400,2025012200,,,,
2025-01-25 22:00:00,2025012400,2025012200,,,,
2025-01-25 23:00:00,2025012400,2025012200,,,,
