target_timestamp,n_available,consensus_median,consensus_iqr,range,revision_volatility,directionality_score,day_minus_1_minus_day_minus_3
2025-01-16 00:00:00,3,243.3,2.5600000000000023,5.1200000000000045,2.1347495299345005,0.0,-1.6399999999999864
2025-01-16 01:00:00,3,248.49,0.8199999999999932,1.6399999999999864,0.6697926710723361,1.0,-1.6399999999999864
2025-01-16 02:00:00,3,248.64,0.7950000000000159,1.5900000000000034,0.7016330158201555,0.0,-1.3599999999999852
2025-01-16 03:00:00,3,242.11,2.2100000000000364,4.420000000000016,1.8272261916784092,0.0,-2.8200000000000216
2025-01-16 04:00:00,3,232.42,3.9399999999999977,7.8799999999999955,3.2306758838773435,0.0,-4.569999999999993
2025-01-16 05:00:00,3,222.79,5.775000000000006,11.550000000000011,4.719131275987143,0.0,-5.3700000000000045
2025-01-16 06:00:00,3,215.26,5.3799999999999955,10.759999999999991,4.449299570344374,0.0,-6.8799999999999955
2025-01-16 07:00:00,3,208.74,5.144999999999982,10.289999999999992,4.221540003363698,0.0,-6.030000000000001
2025-01-16 08:00:00,3,208.33,5.5449999999999875,11.090000000000003,4.639015700196185,0.0,-7.690000000000026
2025-01-16 09:00:00,3,213.15,5.300000000000011,10.599999999999994,4.772674535543168,0.0,-9.569999999999993
2025-01-16 10:00:00,3,224.0,6.3300000000000125,12.660000000000025,5.627020131077875,1.0,-12.660000000000025
2025-01-16 11:00:00,3,242.54,7.759999999999991,15.519999999999982,6.603960091406426,1.0,-15.519999999999982
2025-01-16 12:00:00,3,268.72,7.725000000000023,15.450000000000017,6.836680481052198,1.0,-15.450000000000017
2025-01-16 13:00:00,3,280.46,7.610000000000014,15.220000000000027,7.002520181255383,1.0,-15.220000000000027
2025-01-16 14:00:00,3,273.54,5.805000000000007,11.610000000000014,5.298735698258607,0.0,-10.830000000000041
2025-01-16 15:00:00,3,256.18,4.124999999999943,8.249999999999972,3.5537429407441428,1.0,-8.249999999999972
2025-01-16 16:00:00,3,239.83,4.8700000000000045,9.740000000000009,4.011236994023447,1.0,-9.740000000000009
2025-01-16 17:00:00,3,226.45,5.019999999999982,10.039999999999992,4.127471650080978,1.0,-10.039999999999992
2025-01-16 18:00:00,3,214.34,5.814999999999998,11.629999999999995,4.7491121977340836,1.0,-11.629999999999995
2025-01-16 19:00:00,2,202.35,2.3100000000000023,4.6200000000000045,2.3100000000000023,,
2025-01-16 20:00:00,2,197.07999999999998,2.289999999999992,4.5800000000000125,2.2900000000000063,,
2025-01-16 21:00:00,2,195.95499999999998,1.6450000000000102,3.289999999999992,1.644999999999996,,
2025-01-16 22:00:00,2,200.155,2.0749999999999886,4.149999999999977,2.0749999999999886,,
2025-01-16 23:00:00,2,210.735,2.755000000000024,5.510000000000019,2.7550000000000097,,
