target_timestamp,exceed_prob_proxy,median,capacity_mw
2025-01-16 00:00:00,0.0,243.3,329.0
2025-01-16 01:00:00,0.0,248.49,329.0
2025-01-16 02:00:00,0.0,248.64,329.0
2025-01-16 03:00:00,0.0,242.11,329.0
2025-01-16 04:00:00,0.0,232.42,329.0
2025-01-16 05:00:00,0.0,222.79,329.0
2025-01-16 06:00:00,0.0,215.26,329.0
2025-01-16 07:00:00,0.0,208.74,329.0
2025-01-16 08:00:00,0.0,208.33,329.0
2025-01-16 09:00:00,0.0,213.15,329.0
2025-01-16 10:00:00,0.0,224.0,329.0
2025-01-16 11:00:00,0.0,242.54,329.0
2025-01-16 12:00:00,0.0,268.72,329.0
2025-01-16 13:00:00,0.0,280.46,329.0
2025-01-16 14:00:00,0.0,273.54,329.0
2025-01-16 15:00:00,0.0,256.18,329.0
2025-01-16 16:00:00,0.0,239.83,329.0
2025-01-16 17:00:00,0.0,226.45,329.0
2025-01-16 18:00:00,0.0,214.34,329.0
2025-01-16 19:00:00,0.0,202.35,329.0
2025-01-16 20:00:00,0.0,197.07999999999998,329.0
2025-01-16 21:00:00,0.0,195.95499999999998,329.0
2025-01-16 22:00:00,0.0,200.155,329.0
2025-01-16 23:00:00,0.0,210.735,329.0
