timestamp,predicted_load,actual_load,error
2025-01-15 00:00:00,254.59,260.0,-5.409999999999997
2025-01-15 01:00:00,258.32,265.0,-6.680000000000007
2025-01-15 02:00:00,257.26,262.0,-4.740000000000009
2025-01-15 03:00:00,248.28,253.0,-4.719999999999999
2025-01-15 04:00:00,233.8,239.0,-5.199999999999989
2025-01-15 05:00:00,222.18,227.0,-4.819999999999993
2025-01-15 06:00:00,213.65,223.0,-9.349999999999994
2025-01-15 07:00:00,208.46,220.0,-11.539999999999992
2025-01-15 08:00:00,207.44,220.0,-12.560000000000002
2025-01-15 09:00:00,211.19,220.0,-8.810000000000002
2025-01-15 10:00:00,221.97,224.0,-2.030000000000001
2025-01-15 11:00:00,244.65,237.0,7.650000000000006
2025-01-15 12:00:00,273.88,264.0,9.879999999999995
2025-01-15 13:00:00,285.35,276.0,9.350000000000023
2025-01-15 14:00:00,276.09,279.0,-2.910000000000025
2025-01-15 15:00:00,259.48,273.0,-13.519999999999982
2025-01-15 16:00:00,240.98,266.0,-25.02000000000001
2025-01-15 17:00:00,227.78,261.0,-33.22
2025-01-15 18:00:00,216.34,246.0,-29.659999999999997
2025-01-15 19:00:00,206.27,235.0,-28.72999999999999
2025-01-15 20:00:00,199.12,226.0,-26.879999999999995
2025-01-15 21:00:00,197.83,226.0,-28.169999999999987
2025-01-15 22:00:00,205.34,234.0,-28.659999999999997
2025-01-15 23:00:00,223.27,251.0,-27.72999999999999
