timestamp,predicted_load,actual_load,error
2025-01-20 00:00:00,219.97,220.0,-0.030000000000001137
2025-01-20 01:00:00,221.23,219.0,2.2299999999999898
2025-01-20 02:00:00,214.83,215.0,-0.1699999999999875
2025-01-20 03:00:00,205.47,208.0,-2.530000000000001
2025-01-20 04:00:00,194.74,201.0,-6.259999999999991
2025-01-20 05:00:00,184.81,193.0,-8.189999999999998
2025-01-20 06:00:00,177.64,187.0,-9.360000000000014
2025-01-20 07:00:00,173.29,185.0,-11.710000000000008
2025-01-20 08:00:00,173.09,186.0,-12.909999999999997
2025-01-20 09:00:00,177.55,191.0,-13.449999999999989
2025-01-20 10:00:00,188.39,202.0,-13.610000000000014
2025-01-20 11:00:00,207.59,220.0,-12.409999999999997
2025-01-20 12:00:00,236.38,247.0,-10.620000000000005
2025-01-20 13:00:00,257.72,272.0,-14.279999999999973
2025-01-20 14:00:00,274.85,293.0,-18.149999999999977
2025-01-20 15:00:00,286.8,307.0,-20.19999999999999
2025-01-20 16:00:00,283.79,307.0,-23.20999999999998
2025-01-20 17:00:00,269.88,289.0,-19.120000000000005
2025-01-20 18:00:00,259.01,272.0,-12.990000000000009
2025-01-20 19:00:00,248.71,257.0,-8.289999999999992
2025-01-20 20:00:00,241.2,247.0,-5.800000000000011
2025-01-20 21:00:00,239.89,246.0,-6.110000000000014
2025-01-20 22:00:00,252.44,255.0,-2.5600000000000023
2025-01-20 23:00:00,271.1,276.0,-4.899999999999977
