timestamp,predicted_load,actual_load,error
2025-01-23 00:00:00,364.14,386.0,-21.860000000000014
2025-01-23 01:00:00,352.93,390.0,-37.06999999999999
2025-01-23 02:00:00,347.03,391.0,-43.97000000000003
2025-01-23 03:00:00,339.6,380.0,-40.39999999999998
2025-01-23 04:00:00,324.13,364.0,-39.870000000000005
2025-01-23 05:00:00,311.03,349.0,-37.97000000000003
2025-01-23 06:00:00,300.05,332.0,-31.94999999999999
2025-01-23 07:00:00,295.88,321.0,-25.120000000000005
2025-01-23 08:00:00,296.37,317.0,-20.629999999999995
2025-01-23 09:00:00,299.33,315.0,-15.670000000000016
2025-01-23 10:00:00,305.82,318.0,-12.180000000000007
2025-01-23 11:00:00,318.42,331.0,-12.579999999999984
2025-01-23 12:00:00,333.9,359.0,-25.100000000000023
2025-01-23 13:00:00,344.03,373.0,-28.970000000000027
2025-01-23 14:00:00,339.11,372.0,-32.889999999999986
2025-01-23 15:00:00,322.04,360.0,-37.95999999999998
2025-01-23 16:00:00,300.81,339.0,-38.19
2025-01-23 17:00:00,280.67,315.0,-34.329999999999984
2025-01-23 18:00:00,266.38,289.0,-22.620000000000005
2025-01-23 19:00:00,255.68,268.0,-12.319999999999993
2025-01-23 20:00:00,247.74,264.0,-16.25999999999999
2025-01-23 21:00:00,244.91,260.0,-15.090000000000003
2025-01-23 22:00:00,249.24,266.0,-16.75999999999999
2025-01-23 23:00:00,259.85,284.0,-24.149999999999977
