timestamp,predicted_load,actual_load,error
2025-01-13 00:00:00,266.9,270.0,-3.1000000000000227
2025-01-13 01:00:00,269.75,272.0,-2.25
2025-01-13 02:00:00,265.41,266.0,-0.589999999999975
2025-01-13 03:00:00,255.4,254.0,1.4000000000000057
2025-01-13 04:00:00,240.11,238.0,2.1100000000000136
2025-01-13 05:00:00,226.61,220.0,6.610000000000014
2025-01-13 06:00:00,216.03,205.0,11.030000000000001
2025-01-13 07:00:00,207.05,195.0,12.050000000000011
2025-01-13 08:00:00,202.58,190.0,12.580000000000013
2025-01-13 09:00:00,203.56,189.0,14.560000000000002
2025-01-13 10:00:00,209.53,192.0,17.53
2025-01-13 11:00:00,223.83,206.0,17.830000000000013
2025-01-13 12:00:00,248.93,232.0,16.930000000000007
2025-01-13 13:00:00,259.2,249.0,10.199999999999989
2025-01-13 14:00:00,257.13,254.0,3.1299999999999955
2025-01-13 15:00:00,248.46,257.0,-8.539999999999992
2025-01-13 16:00:00,238.57,260.0,-21.430000000000007
2025-01-13 17:00:00,235.02,261.0,-25.97999999999999
2025-01-13 18:00:00,233.62,260.0,-26.379999999999995
2025-01-13 19:00:00,233.21,259.0,-25.789999999999992
2025-01-13 20:00:00,237.44,258.0,-20.560000000000002
2025-01-13 21:00:00,244.68,260.0,-15.319999999999993
2025-01-13 22:00:00,263.08,269.0,-5.920000000000016
2025-01-13 23:00:00,278.06,281.0,-2.9399999999999977
