target_timestamp,exceed_prob_proxy,median,capacity_mw
2025-01-20 00:00:00,0.0,226.75,329.0
2025-01-20 01:00:00,0.0,226.1,329.0
2025-01-20 02:00:00,0.0,219.56,329.0
2025-01-20 03:00:00,0.0,209.47,329.0
2025-01-20 04:00:00,0.0,196.42,329.0
2025-01-20 05:00:00,0.0,184.5,329.0
2025-01-20 06:00:00,0.0,176.85,329.0
2025-01-20 07:00:00,0.0,172.91,329.0
2025-01-20 08:00:00,0.0,172.29,329.0
2025-01-20 09:00:00,0.0,176.85,329.0
2025-01-20 10:00:00,0.0,188.63,329.0
2025-01-20 11:00:00,0.0,209.66,329.0
2025-01-20 12:00:00,0.0,238.11,329.0
2025-01-20 13:00:00,0.0,259.81,329.0
2025-01-20 14:00:00,0.0,277.5,329.0
2025-01-20 15:00:00,0.0,287.96,329.0
2025-01-20 16:00:00,0.0,287.16,329.0
2025-01-20 17:00:00,0.0,272.74,329.0
2025-01-20 18:00:00,0.0,260.1,329.0
2025-01-20 19:00:00,0.0,252.5,329.0
2025-01-20 20:00:00,0.0,245.51,329.0
2025-01-20 21:00:00,0.0,245.795,329.0
2025-01-20 22:00:00,0.0,259.21500000000003,329.0
2025-01-20 23:00:00,0.0,277.36,329.0
