timestamp,predicted_load,actual_load,error
2025-01-05 00:00:00,228.23,228.0,0.22999999999998977
2025-01-05 01:00:00,234.71,232.0,2.710000000000008
2025-01-05 02:00:00,235.15,235.0,0.15000000000000568
2025-01-05 03:00:00,229.1,234.0,-4.900000000000006
2025-01-05 04:00:00,221.23,230.0,-8.77000000000001
2025-01-05 05:00:00,212.77,225.0,-12.22999999999999
2025-01-05 06:00:00,207.75,220.0,-12.25
2025-01-05 07:00:00,205.03,218.0,-12.969999999999999
2025-01-05 08:00:00,207.72,213.0,-5.280000000000001
2025-01-05 09:00:00,215.69,206.0,9.689999999999998
2025-01-05 10:00:00,225.37,209.0,16.370000000000005
2025-01-05 11:00:00,240.23,219.0,21.22999999999999
2025-01-05 12:00:00,258.42,235.0,23.420000000000016
2025-01-05 13:00:00,276.03,249.0,27.029999999999973
2025-01-05 14:00:00,277.35,255.0,22.350000000000023
2025-01-05 15:00:00,260.65,242.0,18.649999999999977
2025-01-05 16:00:00,239.52,224.0,15.52000000000001
2025-01-05 17:00:00,223.89,208.0,15.889999999999986
2025-01-05 18:00:00,211.48,196.0,15.47999999999999
2025-01-05 19:00:00,200.8,189.0,11.800000000000011
2025-01-05 20:00:00,194.51,188.0,6.509999999999991
2025-01-05 21:00:00,193.26,189.0,4.259999999999991
2025-01-05 22:00:00,195.74,195.0,0.7400000000000091
2025-01-05 23:00:00,203.0,206.0,-3.0
