target_timestamp,Td2m_init_2025011100,Td2m_init_2025011200,Td2m_init_2025011300
2025-01-14 00:00:00,280.1220703125,278.4790852864583,281.321044921875
2025-01-14 01:00:00,279.9285481770833,280.0506998697917,280.994384765625
2025-01-14 02:00:00,279.6839192708333,280.4098307291667,280.5980631510417
2025-01-14 03:00:00,279.43603515625,280.2742513020833,280.4723307291667
2025-01-14 04:00:00,279.241455078125,280.00927734375,280.3577473958333
2025-01-14 05:00:00,279.0693359375,279.7305501302083,280.1371256510417
2025-01-14 06:00:00,278.9859212239583,279.5504557291667,279.69873046875
2025-01-14 07:00:00,278.916015625,279.5702311197917,279.0706380208333
2025-01-14 08:00:00,278.6338704427083,279.1656901041667,278.207275390625
2025-01-14 09:00:00,278.09619140625,278.8036295572917,277.02783203125
2025-01-14 10:00:00,277.3313802083333,278.0106608072917,276.1703287760417
2025-01-14 11:00:00,276.669189453125,276.8446451822917,275.7835286458333
2025-01-14 12:00:00,276.6136881510417,276.254150390625,275.66015625
2025-01-14 13:00:00,276.8158365885417,276.3120930989583,275.6644694010417
2025-01-14 14:00:00,276.6577962239583,276.2447916666667,275.7650553385417
2025-01-14 15:00:00,275.6880696614583,275.109375,275.0900065104167
2025-01-14 16:00:00,273.2316080729167,272.4248046875,273.3021647135417
2025-01-14 17:00:00,271.1143391927083,270.4737141927083,271.5990397135417
2025-01-14 18:00:00,269.5287272135417,269.5987955729167,270.816650390625
2025-01-14 19:00:00,,269.0562337239583,270.623291015625
2025-01-14 20:00:00,,268.8014322916667,270.5891927083333
2025-01-14 21:00:00,,268.6958821614583,270.7862955729167
2025-01-14 22:00:00,,269.85595703125,271.9346516927083
2025-01-14 23:00:00,,269.805908203125,271.8035481770833
