target_timestamp,T2m_init_2025011100,T2m_init_2025011200,T2m_init_2025011300
2025-01-14 00:00:00,280.6649576822917,282.359130859375,281.6253255208333
2025-01-14 01:00:00,280.5357259114583,281.716796875,281.4112141927083
2025-01-14 02:00:00,280.4915364583333,281.4451497395833,281.2154947916667
2025-01-14 03:00:00,280.5276692708333,281.2881673177083,281.2088216145833
2025-01-14 04:00:00,280.6761881510417,281.2271321614583,281.2139485677083
2025-01-14 05:00:00,280.8291015625,281.322509765625,281.1050618489583
2025-01-14 06:00:00,281.050537109375,281.580078125,281.0465494791667
2025-01-14 07:00:00,281.1524251302083,281.7330729166667,280.8400065104167
2025-01-14 08:00:00,281.1858723958333,281.657958984375,280.4825032552083
2025-01-14 09:00:00,281.2958984375,281.5569661458333,279.7579752604167
2025-01-14 10:00:00,281.285888671875,281.31689453125,279.0391438802083
2025-01-14 11:00:00,280.7926432291667,280.2245279947917,278.5441080729167
2025-01-14 12:00:00,279.7157389322917,279.1544596354167,278.130859375
2025-01-14 13:00:00,279.1868489583333,279.1189778645833,278.063232421875
2025-01-14 14:00:00,280.743408203125,280.8306477864583,279.7255045572917
2025-01-14 15:00:00,282.7274576822917,282.7556966145833,281.5789388020833
2025-01-14 16:00:00,284.8264973958333,284.8037109375,283.564453125
2025-01-14 17:00:00,286.4661458333333,286.4274088541667,285.3661295572917
2025-01-14 18:00:00,287.7208658854167,287.767822265625,286.7784016927083
2025-01-14 19:00:00,,288.6788736979167,287.7565104166667
2025-01-14 20:00:00,,288.89306640625,288.1859537760417
2025-01-14 21:00:00,,288.3667805989583,287.904052734375
2025-01-14 22:00:00,,286.8558349609375,286.5555826822917
2025-01-14 23:00:00,,283.5556640625,283.3826497395833
