timestamp,T2m,Td2m,RH2m
2025-01-15 00:00:00,282.2550455729167,272.8805338541667,86.22905225261138
2025-01-15 01:00:00,281.9034016927083,272.7727864583333,86.55215518469872
2025-01-15 02:00:00,281.3234049479167,272.7521158854167,87.30676324895103
2025-01-15 03:00:00,280.859619140625,272.8212890625,88.03930041957881
2025-01-15 04:00:00,279.9156901041667,272.7447102864583,89.23970390280913
2025-01-15 05:00:00,279.2344563802083,272.6944986979167,90.12674197426122
2025-01-15 06:00:00,278.9066569010417,272.5855305989583,90.43109293918371
2025-01-15 07:00:00,278.5912272135417,272.4052734375,90.61621499708042
2025-01-15 08:00:00,278.4752604166667,272.156005859375,90.41746082254735
2025-01-15 09:00:00,278.2494303385417,271.655029296875,90.00857127616223
2025-01-15 10:00:00,278.40869140625,271.069580078125,88.93839939269817
2025-01-15 11:00:00,278.264892578125,270.615478515625,88.48371329819808
2025-01-15 12:00:00,279.2096354166667,270.3369140625,86.78810807378711
2025-01-15 13:00:00,279.8653157552083,270.31201171875,85.86300556688802
2025-01-15 14:00:00,281.3512369791667,270.982666015625,84.81119604784509
2025-01-15 15:00:00,283.091796875,270.76318359375,82.25727961297717
2025-01-15 16:00:00,284.7808430989583,271.2322591145833,80.75357522181521
2025-01-15 17:00:00,285.7816162109375,271.6337076822917,80.04195141465293
2025-01-15 18:00:00,286.48291015625,271.85205078125,79.46695645265113
2025-01-15 19:00:00,286.7235514322917,272.096435546875,79.48845502521023
2025-01-15 20:00:00,287.4059244791667,272.3856608072917,79.03327645860519
2025-01-15 21:00:00,287.2239176432292,272.5345865885417,79.44352838010963
2025-01-15 22:00:00,286.0863444010417,274.7101236979167,83.70892334458243
2025-01-15 23:00:00,283.4684244791667,274.8058268229167,87.27817206831277
2025-01-16 00:00:00,283.1284993489583,275.1482747395833,88.2191724460365
2025-01-16 01:00:00,282.551025390625,275.0756022135417,88.90886774499876
2025-01-16 02:00:00,280.91552734375,274.8330891927083,90.85208732803598
2025-01-16 03:00:00,280.3602701822917,275.0802408854167,92.00831339203863
2025-01-16 04:00:00,280.579833984375,275.6785481770833,92.5665614955934
2025-01-16 05:00:00,279.3965657552083,275.4232584635417,93.91191260944906
2025-01-16 06:00:00,279.7638346354167,275.93359375,94.13390897240879
2025-01-16 07:00:00,278.5183919270833,275.6470540364583,95.55676987846199
2025-01-16 08:00:00,279.549072265625,276.1583658854167,94.79296683206962
2025-01-16 09:00:00,280.0642903645833,275.641357421875,93.25901675384982
2025-01-16 10:00:00,280.7880859375,275.0384928385417,91.32737977536453
2025-01-16 11:00:00,281.2372233072917,274.748779296875,90.26955498311715
2025-01-16 12:00:00,280.9681803385417,276.6516927083333,93.47044386307105
2025-01-16 13:00:00,281.3618977864583,277.1856282552083,93.65891900635707
2025-01-16 14:00:00,281.6558430989583,278.9844563802083,95.91401617489612
2025-01-16 15:00:00,282.9265950520833,279.2513020833333,94.43172525819318
2025-01-16 16:00:00,286.536865234375,276.8496907552083,86.00998287840129
2025-01-16 17:00:00,288.6440836588542,276.3106282552083,82.5878925859471
2025-01-16 18:00:00,289.6965738932292,275.2561848958333,79.93243465497964
2025-01-16 19:00:00,290.2216796875,274.6949055989583,78.59573108912345
2025-01-16 20:00:00,290.3742268880208,274.7095540364583,78.43321411738742
2025-01-16 21:00:00,290.1002604166667,275.13134765625,79.2881724047324
2025-01-16 22:00:00,289.0039469401042,276.1509602864583,81.93064893153483
2025-01-16 23:00:00,286.0685221354167,275.454833984375,84.73013316109189
2025-01-17 00:00:00,284.2957356770833,274.6051432291667,85.89426642036632
2025-01-17 01:00:00,282.6122233072917,274.691650390625,88.28004491601094
2025-01-17 02:00:00,281.5553385416667,275.3955078125,90.75454625159732
2025-01-17 03:00:00,280.9340006510417,276.2923177083333,92.9541395228112
2025-01-17 04:00:00,280.56103515625,277.108154296875,94.71430489859189
2025-01-17 05:00:00,280.4152018229167,277.7451985677083,95.89165398153068
2025-01-17 06:00:00,280.2344563802083,277.94921875,96.47315208385908
2025-01-17 07:00:00,279.8665364583333,277.7718912760417,96.75914807948232
2025-01-17 08:00:00,279.4025065104167,277.310791015625,96.75807510226001
2025-01-17 09:00:00,278.79150390625,276.6639811197917,96.69593326381796
2025-01-17 10:00:00,277.651123046875,275.69482421875,96.94506690659499
2025-01-17 11:00:00,277.1245930989583,275.171875,96.94456459533956
2025-01-17 12:00:00,276.9740397135417,275.009033203125,96.92374969429397
2025-01-17 13:00:00,277.4072265625,275.40966796875,96.87900327194468
2025-01-17 14:00:00,280.9341634114583,277.3585611979167,94.53854651850823
2025-01-17 15:00:00,285.209716796875,276.8152669270833,87.72870093645209
2025-01-17 16:00:00,288.0664876302083,274.6846516927083,81.1853912153686
2025-01-17 17:00:00,289.4603271484375,273.2688802083333,77.70596740776689
2025-01-17 18:00:00,290.3139241536458,273.154296875,76.57120035138608
2025-01-17 19:00:00,290.8809000651042,273.2574869791667,76.0478013788491
2025-01-17 20:00:00,291.1794026692708,273.182373046875,75.61668407682184
2025-01-17 21:00:00,291.0454508463542,273.389892578125,76.02133577962678
2025-01-17 22:00:00,289.5142415364583,278.23876953125,84.05168898763738
2025-01-17 23:00:00,285.9564208984375,275.2858072916667,84.64880609182062
2025-01-18 00:00:00,284.1200358072917,275.3151041666667,87.10854969287017
2025-01-18 01:00:00,282.8326822916667,274.9222005208333,88.31067265439923
2025-01-18 02:00:00,282.369140625,275.007568359375,89.0624778247852
2025-01-18 03:00:00,281.3896484375,275.1414388020833,90.62534928562592
2025-01-18 04:00:00,280.8246256510417,275.1966959635417,91.50533824162244
2025-01-18 05:00:00,280.164794921875,275.3018391927083,92.61036381020942
2025-01-18 06:00:00,280.2808430989583,275.4889322916667,92.7153425014393
2025-01-18 07:00:00,280.2338053385417,275.6232096354167,92.98340366187216
2025-01-18 08:00:00,279.7945963541667,275.9013671875,94.03933232437744
2025-01-18 09:00:00,280.7276204427083,275.9981282552083,92.81897644060439
2025-01-18 10:00:00,281.5735677083333,276.165771484375,91.84771468890209
2025-01-18 11:00:00,282.98779296875,276.5797526041667,90.44701634655776
2025-01-18 12:00:00,283.6297200520833,278.0147298177083,91.61132863079456
2025-01-18 13:00:00,284.42626953125,280.4544270833333,94.02594368918604
2025-01-18 14:00:00,286.779296875,282.9611002604167,94.30078397619569
2025-01-18 15:00:00,289.2500406901042,284.9606526692708,93.67209373276567
2025-01-18 16:00:00,290.52099609375,286.9354248046875,94.71403258186298
2025-01-18 17:00:00,293.6912027994792,288.9475504557292,93.13550286364126
2025-01-18 18:00:00,293.5419514973958,289.936279296875,94.74341955835546
